Date,Open,High,Low,Close,Volume
2021-06-18 00:00:00+09:00,2217.315673828125,2217.315673828125,2217.315673828125,2217.315673828125,0
2021-06-21 00:00:00+09:00,2138.88720703125,2138.88720703125,2138.88720703125,2138.88720703125,0
2021-06-22 00:00:00+09:00,2202.181640625,2202.181640625,2202.181640625,2202.181640625,0
2021-06-23 00:00:00+09:00,2210.6572979057,2222.0720515954017,2206.852380009132,2213.510986328125,3703
2021-06-24 00:00:00+09:00,2203.9984644755727,2203.9984644755727,2183.07141820088,2184.973876953125,6938
2021-06-25 00:00:00+09:00,2208.7548114337405,2208.7548114337405,2201.144975735433,2205.901123046875,7503
2021-06-28 00:00:00+09:00,2210.65721267174,2211.6084421092064,2203.998606609476,2206.852294921875,1446
2021-06-29 00:00:00+09:00,2208.754523745092,2213.5106704370496,2202.095918376351,2210.656982421875,12257
2021-06-30 00:00:00+09:00,2215.4134176697594,2217.3158765943363,2205.901123046875,2205.901123046875,24872
2021-07-01 00:00:00+09:00,2207.8039470108693,2207.8039470108693,2187.828125,2187.828125,2190
2021-07-02 00:00:00+09:00,2196.38859946308,2212.55949863626,2196.38859946308,2209.705810546875,749
2021-07-05 00:00:00+09:00,2212.560045345809,2213.51127494398,2208.755126953125,2208.755126953125,7406
2021-07-06 00:00:00+09:00,2213.510727999388,2216.3644160887725,2206.85212245749,2209.705810546875,560
2021-07-07 00:00:00+09:00,2198.2911447144875,2212.559585723019,2197.3399153139185,2200.193603515625,2623
2021-07-08 00:00:00+09:00,2205.9009232278177,2205.9009232278177,2184.973876953125,2184.973876953125,432
2021-07-09 00:00:00+09:00,2147.8765042073924,2163.096178285036,2118.388385681959,2159.291259765625,8402
2021-07-12 00:00:00+09:00,2215.4132000919903,2229.681640625,2204.949677034449,2229.681640625,2711
2021-07-13 00:00:00+09:00,2245.852668106783,2267.7309448397164,2245.852668106783,2247.755126953125,2789
2021-07-14 00:00:00+09:00,2234.437829838544,2245.8525824813973,2234.437829838544,2241.096435546875,1039
2021-07-15 00:00:00+09:00,2233.486618260069,2233.486618260069,2196.388671875,2196.388671875,2096
2021-07-16 00:00:00+09:00,2184.974320903019,2193.5353870275844,2181.1694026254345,2189.73046875,1931
2021-07-19 00:00:00+09:00,2157.3885600449403,2157.3885600449403,2132.6565924253773,2143.1201171875,10752
2021-07-20 00:00:00+09:00,2114.583483001035,2125.998238644765,2106.022416268237,2110.778564453125,25397
2021-07-21 00:00:00+09:00,2135.510168817024,2145.9736930294903,2116.4855793398124,2128.8515625,7566
2021-07-26 00:00:00+09:00,2221.120728347475,2221.120728347475,2151.6809796668044,2154.53466796875,1263
2021-07-27 00:00:00+09:00,2164.046616346392,2165.949074910213,2160.24169921875,2160.24169921875,2412
2021-07-28 00:00:00+09:00,2134.5588977741745,2148.827339604216,2117.436767578125,2117.436767578125,256
2021-07-29 00:00:00+09:00,2124.095415130697,2131.705250921582,2112.68066144437,2128.8515625,22673
2021-07-30 00:00:00+09:00,2140.266421901453,2140.266421901453,2105.0709296301848,2106.973388671875,5022
2021-08-02 00:00:00+09:00,2145.973259990092,2160.24169921875,2139.314655016719,2160.24169921875,19043
2021-08-03 00:00:00+09:00,2143.119972040291,2164.047020147209,2143.119972040291,2153.58349609375,125
2021-08-04 00:00:00+09:00,2152.63231049327,2152.63231049327,2135.510179875117,2148.827392578125,913
2021-08-05 00:00:00+09:00,2138.363496725465,2152.6319364278147,2138.363496725465,2146.924560546875,2951
2021-08-06 00:00:00+09:00,2151.68115234375,2154.53484087471,2151.68115234375,2151.68115234375,531
2021-08-10 00:00:00+09:00,2162.14453125,2177.364202389463,2161.1933018037835,2162.14453125,431
2021-08-11 00:00:00+09:00,2172.608039168444,2178.3154158037373,2170.7055802900127,2174.510498046875,127
2021-08-12 00:00:00+09:00,2188.779096756248,2199.242621338741,2184.02294921875,2184.02294921875,951
2021-08-13 00:00:00+09:00,2183.071576913892,2186.876494695005,2176.4129707969432,2178.3154296875,10063
2021-08-16 00:00:00+09:00,2156.437203293735,2156.437203293735,2121.2417129885434,2125.046630859375,283
2021-08-17 00:00:00+09:00,2145.022247026939,2145.022247026939,2120.290283203125,2120.290283203125,98
2021-08-18 00:00:00+09:00,2115.534407130085,2128.851620124609,2098.412276137126,2127.900390625,402
2021-08-19 00:00:00+09:00,2113.631865944843,2125.0466194963,2105.07080078125,2105.07080078125,576
2021-08-20 00:00:00+09:00,2097.461114041047,2117.436934174771,2078.4365234375,2078.4365234375,328
2021-08-23 00:00:00+09:00,2117.436735705415,2142.168701171875,2117.436735705415,2142.168701171875,317
2021-08-24 00:00:00+09:00,2159.29136928166,2180.2184221998086,2159.29136928166,2173.559814453125,923
2021-08-25 00:00:00+09:00,2174.5105119063865,2187.827724140284,2174.5105119063865,2178.3154296875,262
2021-08-26 00:00:00+09:00,2179.266876407928,2179.266876407928,2167.852121926524,2170.705810546875,53
2021-08-27 00:00:00+09:00,2151.6810810144834,2157.388457887201,2143.1200157054072,2148.827392578125,45
2021-08-30 00:00:00+09:00,2172.60786685302,2177.364013671875,2165.9492613066227,2177.364013671875,50
2021-08-31 00:00:00+09:00,2188.778906187104,2215.413330078125,2188.778906187104,2215.413330078125,770
2021-09-01 00:00:00+09:00,2221.1207031043364,2249.657585799467,2221.1207031043364,2247.755126953125,648
2021-09-02 00:00:00+09:00,2259.169979465038,2259.169979465038,2250.608914279697,2258.21875,239
2021-09-03 00:00:00+09:00,2263.926219269972,2303.87785843356,2263.926219269972,2301.024169921875,3922
2021-09-06 00:00:00+09:00,2344.780388420498,2346.682847153497,2333.365636022508,2342.8779296875,44507
2021-09-07 00:00:00+09:00,2360.9517043124874,2381.878754068682,2350.48817943439,2356.195556640625,13358
2021-09-08 00:00:00+09:00,2347.6339613970586,2377.1220703125,2345.7315027573527,2377.1220703125,12063
2021-09-09 00:00:00+09:00,2360.0003456439395,2373.317558396465,2353.341739267677,2354.29296875,2278
2021-09-10 00:00:00+09:00,2350.4878188109333,2390.439453125,2350.4878188109333,2390.439453125,403
2021-09-13 00:00:00+09:00,2392.341953995204,2401.854248046875,2389.488265779703,2401.854248046875,1270
2021-09-14 00:00:00+09:00,2422.7812628344955,2442.757080078125,2416.12265708662,2442.757080078125,4833
2021-09-15 00:00:00+09:00,2422.7815924458805,2438.001264797327,2418.025444836054,2433.2451171875,8853
