Date,Open,High,Low,Close,Volume
2018-11-08 00:00:00+09:00,10415.887179762083,10430.536810113364,10225.441985195406,10230.3251953125,231
2018-11-09 00:00:00+09:00,10230.324518864329,10230.324518864329,9956.86477038872,10010.580078125,22
2018-11-12 00:00:00+09:00,10010.580078125,10030.112917301827,10010.580078125,10010.580078125,12
2018-11-13 00:00:00+09:00,9756.653580309558,9849.4345703125,9751.7703703094,9849.4345703125,9
2018-11-14 00:00:00+09:00,9917.798828125,9917.798828125,9917.798828125,9917.798828125,0
2018-11-15 00:00:00+09:00,9834.783538139522,9878.732421875,9834.783538139522,9878.732421875,3
2018-11-16 00:00:00+09:00,10015.46484375,10015.46484375,10015.46484375,10015.46484375,0
2018-11-19 00:00:00+09:00,10259.623046875,10259.623046875,10259.623046875,10259.623046875,1
2018-11-20 00:00:00+09:00,10259.62449115954,10259.62449115954,10205.9091796875,10205.9091796875,238
2018-11-21 00:00:00+09:00,10015.4637980084,10064.2958984375,10010.580587965487,10064.2958984375,19
2018-11-22 00:00:00+09:00,10269.39084123884,10362.17183314732,10254.7412109375,10254.7412109375,347
2018-11-23 00:00:00+09:00,10386.587027681791,10386.587027681791,10157.076171875,10157.076171875,45
2018-11-26 00:00:00+09:00,10186.376304258652,10230.3251953125,10186.376304258652,10230.3251953125,35
2018-11-27 00:00:00+09:00,10264.507847892824,10264.507847892824,10171.726854025095,10240.091796875,76
2018-11-28 00:00:00+09:00,10244.97435990177,10288.923248957592,10225.441520321405,10284.0400390625,102
2018-11-29 00:00:00+09:00,10327.98851130559,10347.521350097655,10157.076171875,10157.076171875,314
2018-11-30 00:00:00+09:00,10152.194119236312,10210.792642291066,10108.245226945244,10166.84375,191
2018-12-03 00:00:00+09:00,10269.39123959698,10318.223342495685,10249.8583984375,10249.8583984375,135
2018-12-04 00:00:00+09:00,10279.156164410471,10279.156164410471,10196.1416015625,10196.1416015625,24
2018-12-05 00:00:00+09:00,10030.1123046875,10083.827609142983,10030.1123046875,10030.1123046875,11
2018-12-06 00:00:00+09:00,9986.164662592004,9986.164662592004,9702.9384765625,9702.9384765625,50
2018-12-07 00:00:00+09:00,9785.951324356663,9834.783416793573,9727.352813432371,9820.1337890625,73
2018-12-10 00:00:00+09:00,9673.63797319614,9673.63797319614,9610.15625,9610.15625,43
2018-12-11 00:00:00+09:00,9658.98828125,9658.98828125,9658.98828125,9658.98828125,10
2018-12-12 00:00:00+09:00,9795.7177734375,9795.7177734375,9795.7177734375,9795.7177734375,50
2018-12-13 00:00:00+09:00,9893.38360764575,9908.033237864378,9883.6171875,9883.6171875,14
2018-12-14 00:00:00+09:00,9683.404296875,9683.404296875,9683.404296875,9683.404296875,0
2018-12-17 00:00:00+09:00,9634.57217725508,9634.57217725508,9551.5576171875,9551.5576171875,10
