date,INDPRO,IPMAN,IPDMAN,IPNMAN,IPMINE,IPUTIL,IPG2211S,IPG2212S,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPB54100S,IPB54200S,IPMAT,IPNMAT,IPB53300S,IPG321S,IPG327S,IPG331S,IPG332S,IPG333S,IPG334S,IPG3341S,IPG3342S,IPG3344S,IPG335S,IPG3361T3S,IPG3364T9S,IPG337S,IPG339S,IPG311A2S,IPG313A4S,IPG315A6S,IPG322S,IPG323S,IPG324S,IPG325S,IPG326S,TCU,MCUMFN,CAPUTLGMFDS,CAPUTLGMFNS,CAPUTLG21S,CAPUTLG2211A2S,CAPUTLG2211S,CAPUTLG2212S,CAPUTLG321S,CAPUTLG327S,CAPUTLG331S,CAPUTLG332S,CAPUTLG333S,CAPUTLG334S,CAPUTLG3341S,CAPUTLG3342S,CAPUTLHITEK2S,CAPUTLG335S,CAPUTLG3361T3S,CAPUTLG3364T9S,CAPUTLG337S,CAPUTLG339S,CAPUTLG311A2S,CAPUTLG313A4S,CAPUTLG315A6S,CAPUTLG322S,CAPUTLG323S,CAPUTLG324S,CAPUTLG325S,CAPUTLG326S
2025-04-01,101.1279,97.3314,98.1335,96.5384,120.0163,108.7938,108.5914,109.3236,98.2645,98.6394,98.1336,92.0641,99.4066,97.2217,105.8453,97.7804,118.7604,99.2252,97.4387,97.8752,94.1929,90.5469,124.9065,159.1169,216.7479,162.2271,96.0371,105.9218,90.4764,76.3775,88.0849,99.3714,74.9289,77.179,81.0847,77.4629,88.9665,103.012,95.3808,76.1048,75.5341,73.4874,77.8662,84.0485,71.9165,71.1432,78.4773,72.4809,80.1136,66.2719,75.8534,78.4064,74.665,75.3743,66.1058,75.1176,84.1455,66.5444,69.2902,68.704,77.1298,79.649,71.3286,66.545,78.9603,72.2541,88.747,75.4728,74.5886
2025-05-01,100.9655,97.2482,98.5999,95.8641,120.4862,107.7537,107.0689,111.6966,97.974,99.983,97.3993,93.1043,99.1536,96.9992,105.5439,96.9491,118.3102,100.5572,96.0754,96.4767,93.377,90.6791,125.1695,163.6835,212.9755,164.3526,97.8279,110.478,90.333,76.7134,87.1187,98.7125,75.6381,78.5663,80.8586,76.9629,89.8564,101.6048,94.7197,75.8894,75.393,73.7739,77.2266,84.4059,70.9671,69.8745,80.137,73.3501,79.1252,65.2864,75.1881,78.5248,74.4029,77.5724,64.1277,74.72,85.6021,69.4222,69.0863,69.0709,76.2671,78.9957,72.0773,67.9518,78.7892,71.8239,89.5065,74.2827,74.1222
2025-06-01,101.4785,97.5794,98.5758,96.5779,121.3595,109.3202,108.6358,113.2483,98.3564,99.1389,98.1148,93.2355,99.4706,96.9707,106.4141,97.8191,119.8316,99.1495,94.9619,99.3471,93.504,91.6102,125.0217,164.5429,208.6809,163.1741,94.7302,108.7926,92.028,77.4118,86.682,99.0436,75.8344,77.3619,82.1425,77.11,91.1568,102.9333,94.3267,76.181,75.5712,73.6941,77.7003,85.0534,71.7334,70.6201,81.2044,72.2241,78.3431,67.2001,75.2795,79.3312,73.8824,77.9716,62.0294,73.069,82.7687,68.4038,70.2826,69.7649,75.8591,79.126,72.3321,67.1171,80.088,71.9955,90.6466,75.0929,73.8659
2025-07-01,101.894,98.0693,99.29,96.8267,121.2801,109.895,109.4078,112.4425,98.9372,98.978,98.897,94.2035,98.9177,96.9602,106.7618,98.6174,120.0651,99.6433,95.4429,99.2878,93.7043,91.8268,127.8787,171.0941,203.895,171.5555,95.514,107.4701,95.1508,78.0016,87.6587,99.5672,73.6375,76.3108,82.004,76.0557,89.7546,104.258,93.2295,76.3997,75.8707,74.1669,77.7958,85.039,71.8478,70.8448,80.5806,72.4874,78.8769,67.1383,75.4281,79.5161,75.1228,81.0339,59.8339,74.5719,83.3209,67.6313,72.5612,70.3612,76.6813,79.4032,70.2976,66.4068,79.9988,71.0435,89.0811,75.8977,73.0572
2025-08-01,101.6247,98.084,99.3948,96.7442,122.3857,106.4441,105.674,110.9944,98.3473,100.121,97.8363,93.8799,99.9684,96.7825,106.5415,98.486,118.9234,100.5094,96.2234,100.2534,93.6646,90.7606,127.5978,170.6425,200.1067,169.197,95.1896,110.5213,94.1719,76.238,86.5062,99.1467,75.0512,76.5495,81.4818,76.1177,89.4899,104.2533,94.1549,76.1055,75.8014,74.1843,77.623,85.8589,69.3406,68.1602,79.4969,73.022,79.661,67.7714,75.3825,78.589,74.5082,80.7611,57.9743,72.5502,82.901,69.6229,71.7074,68.8335,75.6377,78.9238,71.707,66.8158,79.534,71.1328,88.6362,75.7334,73.8334
2025-09-01,101.668,98.0473,99.3701,96.6947,121.1275,107.8237,107.1935,111.382,98.1823,98.7424,98.0011,94.6409,100.5165,96.8388,106.4879,98.0748,119.9443,98.2889,96.3251,100.6604,94.4875,91.2398,127.4438,171.5279,203.0789,165.667,96.6708,108.4358,94.6401,76.4414,86.2883,99.4628,75.2415,76.2006,80.9081,75.6933,89.8028,104.0752,93.4791,76.0461,75.6918,74.1045,77.4759,85.0201,69.9881,68.8704,79.7283,71.3156,79.8846,68.0255,76.0308,78.9996,73.9694,81.1153,58.0857,70.7518,84.0504,68.3834,71.9545,69.0805,75.411,79.0296,71.948,66.7116,79.0178,70.7673,88.757,75.4437,73.3541
2025-10-01,101.2195,97.2128,98.6555,95.7303,120.1604,109.9286,109.7943,109.9795,97.5721,95.6499,98.0659,94.0978,99.1319,96.9152,106.068,97.0243,120.1203,96.7054,94.9854,100.2324,94.9367,91.3594,129.414,170.4791,210.8122,169.1163,96.5442,102.0345,95.7218,75.319,86.0629,98.593,73.7152,76.1121,78.9737,75.9153,88.4627,103.1979,92.4819,75.6194,74.9662,73.5098,76.5968,84.3835,71.1007,70.2655,78.6789,70.0742,78.9108,67.7115,76.3784,79.0992,74.6586,80.5589,59.5275,71.2908,83.8016,64.4149,72.6653,68.1288,75.1788,78.1945,70.5474,66.835,77.1715,71.0065,87.2447,74.6486,72.6215
2025-11-01,101.0344,97.1299,98.4614,95.7672,121.1267,108.3506,108.2951,107.8574,96.7906,95.3862,97.1438,94.113,99.2268,97.2074,106.0987,96.9734,119.9891,98.9186,94.7728,98.3089,94.2767,92.6522,130.2655,169.3777,216.102,169.7424,97.2376,100.4798,94.2234,74.3145,86.9851,98.4472,74.9177,77.1616,80.3142,75.7679,89.643,102.4229,93.4923,75.3901,74.8205,73.3022,76.5205,85.1016,69.8326,69.035,77.1164,71.5821,78.87,66.3823,75.8345,80.2158,74.6965,79.9902,60.2404,70.8193,84.268,63.4948,71.4178,67.2823,75.9515,77.937,71.76,67.9613,78.5256,70.9008,88.221,73.9298,73.4651
2025-12-01,101.5203,97.0606,98.4991,95.5823,119.6226,114.8343,113.4639,123.6134,97.9522,95.0185,98.7209,94.8524,98.7434,97.6817,106.2082,96.6021,121.2737,94.7308,93.5639,99.0167,94.5101,92.6349,130.0726,168.4133,219.838,170.4877,98.3182,101.1283,94.6552,74.6713,87.1247,98.9419,74.9121,77.2014,79.1212,75.6992,90.4947,101.5755,92.7667,75.6618,74.6856,73.2663,76.2688,84.0799,73.7529,72.0488,88.3317,68.4586,77.9959,66.8235,76.0105,80.1998,74.141,79.5039,60.5009,70.2948,85.0743,63.9572,71.6356,67.6679,76.0443,78.1901,71.8186,68.2013,77.4032,70.8694,88.8758,73.1617,72.944
2026-01-01,101.4737,97.6553,99.6827,95.5413,119.6044,110.8178,110.5731,111.6174,96.9286,96.3382,97.0603,95.7784,99.9489,98.0306,106.2923,96.8156,119.1826,94.6065,96.8182,98.8225,95.0685,94.1103,132.1017,174.6995,221.9349,176.9155,98.3945,104.1414,94.3942,75.2157,88.1225,98.0487,76.6237,77.3012,78.6082,76.0957,89.6381,102.1825,94.1216,75.5658,75.0822,74.0783,76.182,84.078,71.0334,70.0562,79.7688,68.3921,80.6896,66.6232,76.497,81.4579,74.8992,81.7935,60.4391,71.7942,84.9897,65.8557,71.3379,68.1597,76.9266,77.4831,73.4757,68.4204,76.9843,71.3419,87.9522,73.4134,74.0784
2026-02-01,102.1009,98.0219,100.0596,95.8972,122.3095,111.2116,111.1446,110.7371,97.9178,97.4306,98.0212,96.261,99.6883,98.213,106.9662,97.4533,120.4378,96.0601,96.6092,99.5532,94.5622,93.4814,132.4265,176.7772,223.9502,175.97,98.8306,107.2495,94.5975,75.0866,87.4656,98.2848,75.1685,77.5483,78.8805,76.3699,89.8492,102.8662,94.4217,75.9598,75.2931,74.2916,76.388,86.0166,71.0974,70.2103,79.1255,69.4204,80.5627,67.0696,76.1048,80.8973,74.6526,82.3212,60.287,70.9025,85.2117,67.8581,71.3833,68.0676,76.3408,77.6065,72.1115,68.8016,77.3169,71.6714,88.021,73.7292,74.3769
2026-03-01,101.806,98.0696,100.0775,95.977,120.3991,109.7074,109.5079,110.1968,97.1434,96.572,97.2699,96.1752,100.5504,98.5672,106.5869,97.7444,119.5563,96.6076,97.0932,99.1656,95.2919,93.3787,133.2743,179.4913,225.8361,176.4421,99.93,104.6936,94.9397,74.1594,88.6021,98.1936,74.4814,76.0043,79.2977,75.0062,90.7731,102.868,95.2647,75.6716,75.2627,74.2363,76.3844,84.6995,69.965,68.9877,78.7331,69.804,80.9911,66.745,76.7163,80.7943,74.7224,83.1065,60.1154,70.4898,86.0172,66.2432,71.5373,67.2447,77.3354,77.4971,71.4843,67.5846,77.7987,70.4731,88.8188,73.5519,75.1052
2026-04-01,102.4963,98.6729,101.2924,95.919,120.2802,111.7622,110.7212,118.2921,98.0452,97.7037,98.1088,97.6004,100.5879,98.8521,107.1271,97.1288,120.1944,97.0138,98.3796,100.0952,95.8257,93.9814,135.2106,182.2149,227.1157,178.2297,100.3707,108.5874,96.443,72.8459,88.4586,98.8564,74.0656,74.3317,79.1297,75.976,91.6593,101.9403,94.3784,76.1194,75.6621,75.0667,76.2811,84.6317,71.1168,69.5777,84.5182,70.0952,82.0674,67.289,77.1787,81.3043,75.421,83.8633,59.8023,70.4596,86.2685,68.6751,72.569,66.0647,77.2272,78.0068,71.1183,66.2401,77.7124,71.4761,89.6088,72.7097,74.4711
