date,shipments_total,shipments_ex_transport,shipments_ex_defense,shipments_primary_metals,shipments_fabricated_metals,shipments_machinery,shipments_computers_electronics,shipments_computers,shipments_communications,shipments_electrical,shipments_transportation,shipments_motor_vehicles,shipments_nondef_aircraft,shipments_defense_aircraft,shipments_other_durables,shipments_capital_goods,shipments_nondef_capital,shipments_core_capital,shipments_defense_capital,orders_total,orders_ex_transport,orders_ex_defense,orders_primary_metals,orders_fabricated_metals,orders_machinery,orders_computers_electronics,orders_computers,orders_communications,orders_electrical,orders_transportation,orders_motor_vehicles,orders_nondef_aircraft,orders_defense_aircraft,orders_other_durables,orders_capital_goods,orders_nondef_capital,orders_core_capital,orders_defense_capital,unfilled_total,unfilled_ex_transport,unfilled_ex_defense,unfilled_primary_metals,unfilled_fabricated_metals,unfilled_machinery,unfilled_computers_electronics,unfilled_electrical,unfilled_transportation,unfilled_motor_vehicles,unfilled_nondef_aircraft,unfilled_defense_aircraft,unfilled_other_durables,unfilled_capital_goods,unfilled_core_capital,inventory_total,inventory_ex_transport,inventory_ex_defense,inventory_primary_metals,inventory_fabricated_metals,inventory_machinery,inventory_computers_electronics,inventory_electrical,inventory_transportation,inventory_motor_vehicles,inventory_nondef_aircraft,inventory_defense_aircraft,inventory_other_durables,inventory_capital_goods,inventory_core_capital
2000-11-30,192655.0,143011.0,186226.0,12359.0,21901.0,23938.0,43117.0,5847.0,10266.0,10515.0,49644.0,35640.0,7384.0,2016.0,31181.0,73425.0,67759.0,63471.0,5666.0,189392.0,136045.0,181736.0,12173.0,22081.0,23150.0,36567.0,6056.0,10362.0,10749.0,53347.0,35816.0,10094.0,2306.0,31325.0,75479.0,68968.0,59675.0,6511.0,548548.0,413309.0,413309.0,19084.0,44737.0,61711.0,132470.0,18227.0,258872.0,14130.0,131689.0,43071.0,13447.0,384204.0,161673.0,306746.0,233269.0,284458.0,22250.0,34962.0,50014.0,64302.0,14756.0,73477.0,23208.0,28213.0,10418.0,46985.0,149524.0,109004.0
2000-12-31,196282.0,145900.0,189581.0,12412.0,22293.0,24622.0,44534.0,5405.0,10549.0,10658.0,50382.0,36420.0,7195.0,1991.0,31381.0,74144.0,68217.0,64383.0,5927.0,188659.0,135323.0,185300.0,12254.0,22772.0,23986.0,34449.0,4809.0,10376.0,10729.0,53336.0,35999.0,13665.0,1341.0,31133.0,74774.0,72194.0,68274.0,2580.0,549507.0,417610.0,417610.0,18926.0,45216.0,61075.0,130967.0,18298.0,261826.0,13709.0,138159.0,42421.0,13199.0,384834.0,159844.0,306002.0,234566.0,285152.0,21919.0,34809.0,50509.0,65288.0,15011.0,71436.0,22942.0,27853.0,9485.0,47030.0,148992.0,110122.0
2001-01-31,187912.0,141014.0,181274.0,11961.0,21664.0,23727.0,42538.0,5428.0,10408.0,10314.0,46898.0,33073.0,7115.0,2097.0,30810.0,71760.0,65930.0,62204.0,5830.0,177056.0,131646.0,172069.0,12095.0,21713.0,23462.0,33966.0,4996.0,9471.0,9930.0,45410.0,33062.0,6641.0,1633.0,30480.0,67577.0,63251.0,54789.0,4326.0,545536.0,415290.0,415290.0,19060.0,45265.0,60810.0,129280.0,17914.0,260338.0,13698.0,137685.0,41957.0,12869.0,380651.0,158448.0,307050.0,235978.0,286125.0,21988.0,34814.0,50529.0,66440.0,14955.0,71072.0,22741.0,27745.0,9865.0,47252.0,149837.0,110994.0
2001-02-28,191411.0,141353.0,185070.0,12067.0,21764.0,23860.0,41726.0,4982.0,10057.0,10588.0,50058.0,35477.0,8230.0,2061.0,31348.0,72530.0,66993.0,62060.0,5537.0,180276.0,131335.0,174230.0,11824.0,21320.0,23363.0,33420.0,5253.0,8953.0,10338.0,48941.0,35373.0,7872.0,1641.0,31070.0,70095.0,64748.0,58757.0,5347.0,540932.0,410981.0,410981.0,18817.0,44821.0,60313.0,127505.0,17664.0,259221.0,13594.0,137327.0,41537.0,12591.0,378216.0,157085.0,304884.0,234620.0,284745.0,21859.0,34426.0,50045.0,66128.0,14955.0,70264.0,22782.0,27627.0,9869.0,47207.0,148829.0,110909.0
2001-03-31,188573.0,137978.0,182213.0,11825.0,21527.0,23531.0,40150.0,4932.0,9895.0,10268.0,50595.0,36773.0,7292.0,2004.0,30677.0,70874.0,65380.0,61328.0,5494.0,182209.0,125568.0,173019.0,11794.0,21372.0,22227.0,30957.0,4851.0,8482.0,9878.0,56641.0,36913.0,9773.0,1759.0,29340.0,72487.0,64218.0,66159.0,8269.0,540904.0,408123.0,408123.0,18786.0,44666.0,59009.0,124648.0,17274.0,265267.0,13734.0,139808.0,41292.0,11254.0,379829.0,153903.0,300611.0,232097.0,281855.0,21655.0,34160.0,49913.0,64380.0,14799.0,68514.0,22243.0,27755.0,8894.0,47190.0,146886.0,109499.0
2001-04-30,180720.0,132263.0,174314.0,11430.0,21055.0,22345.0,36643.0,4783.0,9151.0,9929.0,48457.0,35037.0,6985.0,2029.0,30861.0,67262.0,61618.0,58061.0,5644.0,171850.0,120800.0,165193.0,11518.0,20805.0,21451.0,27554.0,4543.0,7709.0,9454.0,51050.0,35420.0,8246.0,1852.0,30018.0,64762.0,59075.0,52483.0,5687.0,537624.0,404592.0,404592.0,18874.0,44416.0,58115.0,121149.0,16799.0,267860.0,14117.0,141069.0,41115.0,10411.0,377329.0,150683.0,298546.0,229535.0,279599.0,21417.0,33989.0,49325.0,63239.0,14698.0,69011.0,22514.0,28034.0,8649.0,46867.0,146032.0,107799.0
2001-05-31,185974.0,134466.0,179239.0,11631.0,23238.0,22723.0,35574.0,4601.0,8978.0,9960.0,51508.0,37085.0,7612.0,2154.0,31340.0,67894.0,61976.0,57809.0,5918.0,177749.0,126158.0,170387.0,11831.0,22847.0,22483.0,28736.0,4785.0,7926.0,9546.0,51591.0,36809.0,7056.0,3109.0,30715.0,66085.0,59859.0,55075.0,6226.0,534563.0,400904.0,400904.0,19074.0,44025.0,57875.0,119475.0,16385.0,267943.0,13841.0,140513.0,42070.0,9786.0,375520.0,149473.0,295452.0,227150.0,276968.0,21108.0,33791.0,48470.0,62398.0,14441.0,68302.0,22149.0,27976.0,8814.0,46942.0,144595.0,106798.0
2001-06-30,183569.0,131896.0,176310.0,11636.0,20803.0,22395.0,36051.0,4736.0,8837.0,9864.0,51673.0,36162.0,8167.0,2423.0,31147.0,68268.0,61824.0,57270.0,6444.0,176350.0,125138.0,170143.0,12245.0,21156.0,22334.0,29088.0,4674.0,7647.0,9525.0,51212.0,36055.0,8728.0,2097.0,30790.0,64759.0,59725.0,60955.0,5034.0,532521.0,399914.0,399914.0,19683.0,44378.0,57814.0,117689.0,16046.0,267482.0,13734.0,141074.0,41744.0,9429.0,372011.0,147631.0,292023.0,224982.0,274351.0,20729.0,33372.0,47810.0,61845.0,14168.0,67041.0,21980.0,27845.0,8561.0,47058.0,142377.0,105495.0
2001-07-31,179401.0,128906.0,172419.0,11633.0,20773.0,21826.0,34241.0,4735.0,8467.0,9227.0,50495.0,35736.0,7571.0,2268.0,31206.0,65528.0,59409.0,55370.0,6119.0,170129.0,121761.0,163190.0,11544.0,20946.0,21166.0,27625.0,4397.0,7470.0,9199.0,48368.0,35454.0,5904.0,2451.0,31281.0,61433.0,55569.0,48041.0,5864.0,528062.0,395498.0,395498.0,19594.0,44551.0,57154.0,115886.0,16018.0,265355.0,13452.0,139407.0,41927.0,9504.0,367916.0,145697.0,287406.0,220880.0,269835.0,20449.0,33055.0,46897.0,60062.0,13784.0,66526.0,21636.0,27785.0,8776.0,46633.0,139976.0,103108.0
2001-08-31,179233.0,128510.0,172208.0,11530.0,21149.0,22330.0,33120.0,4366.0,8163.0,9241.0,50723.0,35825.0,7645.0,2442.0,31140.0,65519.0,59262.0,55259.0,6257.0,170484.0,122061.0,164593.0,11302.0,21005.0,22182.0,27598.0,4540.0,7096.0,8990.0,48423.0,35723.0,6551.0,1701.0,30984.0,62204.0,57022.0,50545.0,5182.0,523516.0,392086.0,392086.0,19366.0,44407.0,57006.0,114567.0,15767.0,263055.0,13350.0,138313.0,41186.0,9348.0,364601.0,144607.0,284566.0,218239.0,267100.0,20243.0,32870.0,46311.0,58836.0,13725.0,66327.0,21520.0,27919.0,8906.0,46254.0,138823.0,101942.0
2001-09-30,174273.0,125474.0,166776.0,11242.0,20402.0,21310.0,33125.0,4358.0,7572.0,8796.0,48799.0,33592.0,7548.0,2663.0,30599.0,64217.0,57742.0,53660.0,6475.0,164123.0,118407.0,155425.0,11255.0,19635.0,21984.0,26632.0,3370.0,5868.0,8495.0,45716.0,33450.0,5127.0,2466.0,30406.0,60177.0,52585.0,55526.0,7592.0,518114.0,385483.0,385483.0,19379.0,43640.0,57680.0,112822.0,15466.0,259972.0,13208.0,135892.0,40989.0,9155.0,360561.0,141682.0,280747.0,214711.0,263355.0,20074.0,32677.0,45700.0,56573.0,13541.0,66036.0,21270.0,28367.0,8645.0,46146.0,136372.0,99230.0
2001-10-31,173048.0,124509.0,165961.0,11129.0,20348.0,21293.0,32408.0,4290.0,7343.0,8765.0,48539.0,34360.0,7021.0,2267.0,30566.0,62844.0,56547.0,52775.0,6297.0,171530.0,115125.0,152471.0,10513.0,19638.0,19904.0,26377.0,4390.0,6393.0,8322.0,56405.0,34044.0,3768.0,14385.0,30371.0,68325.0,50181.0,49122.0,18144.0,521240.0,376637.0,376637.0,18763.0,42930.0,56291.0,111435.0,15023.0,267838.0,12892.0,132639.0,53107.0,8960.0,366042.0,138643.0,276897.0,211169.0,259863.0,20009.0,32526.0,44746.0,54758.0,13476.0,65728.0,21171.0,28379.0,8742.0,45654.0,134087.0,97333.0
2001-11-30,173823.0,122823.0,166803.0,11154.0,20127.0,20574.0,32290.0,4326.0,6881.0,8324.0,51000.0,36219.0,7668.0,2540.0,30354.0,61927.0,55833.0,51410.0,6094.0,163811.0,117164.0,157390.0,10980.0,19578.0,20582.0,27061.0,4699.0,6173.0,8591.0,46647.0,36193.0,3908.0,2462.0,30372.0,58257.0,52555.0,49081.0,5702.0,515757.0,371753.0,371753.0,18589.0,42381.0,56299.0,110735.0,15290.0,263485.0,12866.0,128879.0,53029.0,8978.0,362372.0,138568.0,272418.0,207523.0,255462.0,19788.0,32080.0,43954.0,53302.0,13207.0,64895.0,20710.0,28138.0,8791.0,45192.0,132034.0,95571.0
2001-12-31,175939.0,123685.0,167890.0,10939.0,20080.0,20689.0,32826.0,4338.0,7122.0,8821.0,52254.0,36697.0,7444.0,2689.0,30330.0,63949.0,56793.0,52221.0,7156.0,165304.0,118387.0,158149.0,11091.0,20477.0,20559.0,26986.0,3736.0,7152.0,8841.0,46917.0,36656.0,3221.0,1662.0,30433.0,59116.0,52756.0,56411.0,6360.0,509910.0,366800.0,366800.0,18741.0,42778.0,56169.0,109683.0,15310.0,258148.0,12825.0,124656.0,52002.0,9081.0,357539.0,137637.0,267409.0,203121.0,250400.0,19540.0,31534.0,43158.0,51188.0,13070.0,64288.0,20502.0,27460.0,9206.0,44631.0,128670.0,93305.0
2002-01-31,174934.0,122491.0,167468.0,11018.0,20296.0,20040.0,31460.0,4086.0,6032.0,8333.0,52443.0,37440.0,7351.0,2558.0,31344.0,61307.0,54822.0,50214.0,6485.0,163324.0,113631.0,157413.0,11089.0,19916.0,19237.0,23957.0,3970.0,4605.0,7913.0,49693.0,37703.0,5089.0,2832.0,31519.0,53699.0,49589.0,42593.0,4110.0,503401.0,361846.0,361846.0,18812.0,42398.0,55366.0,107281.0,14890.0,255398.0,13088.0,122394.0,52276.0,9256.0,349931.0,135066.0,265444.0,202155.0,248450.0,19224.0,31488.0,42620.0,51299.0,12979.0,63289.0,19945.0,27183.0,9202.0,44545.0,128198.0,92665.0
2002-02-28,174973.0,123681.0,168032.0,11086.0,20223.0,20856.0,31555.0,4415.0,6220.0,8544.0,51292.0,36611.0,7411.0,2667.0,31417.0,61355.0,55452.0,51412.0,5903.0,172406.0,115732.0,162338.0,11088.0,19926.0,19390.0,25330.0,4742.0,5384.0,8670.0,56674.0,36657.0,7663.0,4819.0,31328.0,62441.0,54070.0,48245.0,8371.0,505885.0,361203.0,361203.0,18814.0,42101.0,53900.0,106107.0,15016.0,260780.0,13134.0,122646.0,54428.0,9167.0,351017.0,134076.0,263550.0,200280.0,246510.0,19023.0,31146.0,42412.0,50442.0,12989.0,63270.0,19753.0,27214.0,9217.0,44268.0,127551.0,91798.0
2002-03-31,174346.0,123893.0,166802.0,11344.0,20185.0,20956.0,31313.0,4274.0,5859.0,8696.0,50453.0,35788.0,6903.0,2800.0,31399.0,61971.0,55444.0,51264.0,6527.0,167853.0,114652.0,157855.0,11416.0,20098.0,19389.0,24249.0,4089.0,4452.0,8385.0,53201.0,36008.0,6532.0,5361.0,31115.0,59396.0,50575.0,53237.0,8821.0,504730.0,357594.0,357594.0,18886.0,42014.0,52333.0,104381.0,14705.0,263528.0,13354.0,122275.0,56989.0,8883.0,348442.0,130183.0,261241.0,199353.0,244458.0,18727.0,31095.0,42292.0,49973.0,12932.0,61888.0,19994.0,25890.0,9092.0,44334.0,125478.0,91155.0
2002-04-30,179703.0,124906.0,172456.0,11665.0,20658.0,20623.0,30961.0,4050.0,5908.0,8784.0,54797.0,40866.0,6414.0,2687.0,32215.0,60817.0,54590.0,50763.0,6227.0,171852.0,118882.0,164479.0,11802.0,20494.0,20288.0,25393.0,3705.0,5363.0,8941.0,52970.0,41014.0,4317.0,2375.0,31964.0,58175.0,51737.0,48651.0,6438.0,502106.0,354844.0,354844.0,19023.0,41850.0,51998.0,104040.0,14862.0,261701.0,13502.0,120178.0,56677.0,8632.0,345800.0,129384.0,260136.0,198438.0,243171.0,18651.0,30959.0,41995.0,49605.0,12960.0,61698.0,20328.0,25108.0,9305.0,44268.0,124625.0,90925.0
2002-05-31,179507.0,125906.0,172278.0,11752.0,20529.0,21631.0,31071.0,4195.0,5637.0,8755.0,53601.0,40049.0,6151.0,2839.0,32168.0,61693.0,55473.0,51857.0,6220.0,171854.0,119944.0,165886.0,12152.0,20891.0,20921.0,25011.0,4441.0,4986.0,8802.0,51910.0,40235.0,5886.0,2234.0,32167.0,59049.0,53818.0,49952.0,5231.0,499674.0,353673.0,353673.0,19423.0,42212.0,51288.0,103201.0,14909.0,260010.0,13688.0,119913.0,56072.0,8631.0,343156.0,128207.0,259112.0,197301.0,242261.0,18656.0,30414.0,41850.0,49068.0,12926.0,61811.0,20537.0,25065.0,9191.0,44387.0,123879.0,90369.0
2002-06-30,178542.0,125663.0,170973.0,11794.0,20887.0,21934.0,29976.0,4127.0,5537.0,8687.0,52879.0,39204.0,5763.0,2989.0,32385.0,61397.0,54987.0,51723.0,6410.0,166070.0,117193.0,158878.0,11907.0,20378.0,19998.0,23810.0,3775.0,4967.0,8973.0,48877.0,39321.0,2541.0,2266.0,32127.0,55531.0,49427.0,52808.0,6104.0,492380.0,346756.0,346756.0,19536.0,41703.0,49352.0,102213.0,15195.0,256008.0,13805.0,116691.0,55349.0,8373.0,337290.0,125331.0,259518.0,197251.0,242471.0,18801.0,31255.0,41549.0,48236.0,12918.0,62267.0,20713.0,25254.0,9298.0,44492.0,123681.0,89776.0
2002-07-31,178481.0,123797.0,171241.0,11728.0,20437.0,20972.0,29775.0,3885.0,5192.0,8548.0,54684.0,40684.0,6336.0,2966.0,32337.0,60745.0,54475.0,50606.0,6270.0,174282.0,116993.0,164086.0,11561.0,20661.0,20935.0,23565.0,3506.0,4773.0,8088.0,57289.0,40900.0,5883.0,6298.0,32183.0,58431.0,52835.0,45381.0,5596.0,493321.0,344741.0,344741.0,19369.0,41927.0,49315.0,101143.0,14735.0,258613.0,14021.0,116238.0,58681.0,8219.0,334976.0,124256.0,258820.0,197007.0,242028.0,18881.0,31056.0,41602.0,48094.0,12923.0,61813.0,21022.0,24643.0,9184.0,44451.0,122916.0,89862.0
2002-08-31,180120.0,125158.0,172801.0,11931.0,20882.0,21643.0,29855.0,4038.0,5082.0,8421.0,54962.0,41636.0,5350.0,2908.0,32426.0,60913.0,54705.0,51767.0,6208.0,177126.0,117043.0,169023.0,11915.0,19979.0,20838.0,23643.0,3982.0,4678.0,8381.0,60083.0,41459.0,8287.0,3494.0,32287.0,63805.0,56817.0,47923.0,6988.0,495426.0,346062.0,346062.0,19353.0,41024.0,48510.0,100030.0,14695.0,263734.0,13844.0,119175.0,59267.0,8080.0,337868.0,123601.0,259111.0,196866.0,241711.0,19075.0,31146.0,41517.0,47955.0,12806.0,62245.0,20939.0,24707.0,9665.0,44367.0,122917.0,89196.0
2002-09-30,177752.0,124162.0,170015.0,11857.0,20808.0,22222.0,28792.0,3801.0,5116.0,8461.0,53590.0,39665.0,5932.0,3144.0,32022.0,61037.0,54449.0,51041.0,6588.0,166838.0,116461.0,158513.0,11828.0,21007.0,21476.0,21537.0,4019.0,2832.0,8516.0,50377.0,39419.0,4167.0,2499.0,32097.0,57660.0,50471.0,52645.0,7189.0,489727.0,339775.0,339775.0,19324.0,41223.0,47764.0,97990.0,14750.0,260521.0,13598.0,117410.0,58622.0,8155.0,334491.0,120649.0,259443.0,197400.0,242308.0,19184.0,31330.0,41538.0,47668.0,12765.0,62043.0,21352.0,24333.0,9400.0,44915.0,122290.0,89077.0
2002-10-31,178045.0,123031.0,170633.0,11878.0,20825.0,21320.0,28205.0,3659.0,4698.0,8474.0,55014.0,41263.0,5977.0,2870.0,32329.0,60032.0,53673.0,50189.0,6359.0,169134.0,116624.0,163571.0,12133.0,20837.0,21100.0,21460.0,3648.0,3845.0,8464.0,52510.0,40887.0,5095.0,2199.0,32630.0,56513.0,51940.0,49228.0,4573.0,485819.0,337716.0,337716.0,19579.0,41235.0,47544.0,96248.0,14740.0,258017.0,13222.0,116528.0,57951.0,8456.0,330972.0,119566.0,258716.0,196669.0,241648.0,19287.0,31248.0,41443.0,47086.0,12696.0,62047.0,21372.0,24250.0,9373.0,44909.0,121337.0,88363.0
2002-11-30,178485.0,124503.0,170540.0,11853.0,20709.0,21749.0,28961.0,3572.0,5414.0,8682.0,53982.0,40145.0,5647.0,3211.0,32549.0,60731.0,53917.0,50845.0,6814.0,170023.0,116947.0,163175.0,11273.0,20532.0,21052.0,23049.0,3807.0,4725.0,8469.0,53076.0,40238.0,5032.0,2920.0,32572.0,57676.0,51932.0,46710.0,5744.0,482514.0,335508.0,335508.0,18999.0,41058.0,46847.0,95493.0,14527.0,257111.0,13315.0,115913.0,57660.0,8479.0,327917.0,118341.0,258061.0,196562.0,241064.0,19400.0,31239.0,41551.0,46724.0,12686.0,61499.0,21325.0,23817.0,9318.0,44962.0,120853.0,88096.0
2002-12-31,171695.0,121753.0,164357.0,11554.0,20362.0,21494.0,27401.0,3865.0,4853.0,8466.0,49942.0,36557.0,5720.0,2575.0,32476.0,58763.0,52485.0,49514.0,6278.0,163962.0,115767.0,156085.0,11201.0,19732.0,20998.0,22776.0,4314.0,4272.0,8645.0,48195.0,36652.0,4159.0,2298.0,32415.0,58269.0,51237.0,51775.0,7032.0,479610.0,332065.0,332065.0,18646.0,40428.0,46351.0,95697.0,14706.0,255364.0,13410.0,114352.0,57383.0,8418.0,327423.0,117571.0,260476.0,196988.0,243212.0,19512.0,31484.0,42129.0,46208.0,12558.0,63488.0,21624.0,25265.0,9371.0,45097.0,122538.0,88529.0
2003-01-31,175887.0,121784.0,167909.0,11814.0,20205.0,20823.0,28320.0,3916.0,4818.0,8411.0,54103.0,41262.0,4707.0,3191.0,32211.0,58475.0,51549.0,49171.0,6926.0,169994.0,115609.0,161973.0,11809.0,19617.0,20885.0,22955.0,3650.0,5048.0,8100.0,54385.0,41356.0,5488.0,3476.0,32243.0,59039.0,51724.0,45229.0,7315.0,479051.0,331463.0,331463.0,18641.0,39840.0,46413.0,95666.0,14395.0,255646.0,13504.0,115133.0,57668.0,8450.0,327987.0,117296.0,258514.0,195384.0,241527.0,19608.0,31101.0,41437.0,45324.0,12564.0,63130.0,21600.0,25114.0,9202.0,45350.0,121151.0,87395.0
2003-02-28,177093.0,121974.0,169148.0,11521.0,20874.0,21020.0,28419.0,3630.0,4906.0,8230.0,55119.0,40853.0,6042.0,3042.0,31910.0,59131.0,52290.0,49130.0,6841.0,174113.0,118098.0,164139.0,11588.0,22329.0,20695.0,23152.0,3580.0,5071.0,8095.0,56015.0,40985.0,4796.0,2861.0,32239.0,60499.0,51771.0,46971.0,8728.0,481577.0,331960.0,331960.0,18708.0,41295.0,46088.0,95905.0,14260.0,256542.0,13636.0,113887.0,57487.0,8779.0,329355.0,117294.0,260266.0,196756.0,242739.0,19808.0,32412.0,41357.0,44986.0,12517.0,63510.0,21988.0,24570.0,9637.0,45676.0,120434.0,86976.0
2003-03-31,177777.0,123212.0,169691.0,11494.0,20770.0,22114.0,28179.0,3453.0,5012.0,8347.0,54565.0,40631.0,5653.0,3203.0,32308.0,59924.0,52937.0,49992.0,6987.0,172245.0,116926.0,162941.0,10745.0,20539.0,22278.0,22826.0,3514.0,5552.0,8599.0,55319.0,40556.0,3695.0,4680.0,31939.0,61486.0,53379.0,57476.0,8107.0,481487.0,330652.0,330652.0,17959.0,41064.0,46252.0,95994.0,14512.0,257296.0,13561.0,111929.0,58964.0,8410.0,330917.0,119059.0,258692.0,195679.0,241035.0,19683.0,32476.0,40777.0,44388.0,12456.0,63013.0,21610.0,24394.0,9661.0,45899.0,119622.0,86265.0
2003-04-30,173696.0,121299.0,165487.0,11248.0,20216.0,20987.0,28896.0,3848.0,4738.0,8184.0,52397.0,39205.0,5002.0,3136.0,31768.0,58528.0,51425.0,49116.0,7103.0,169347.0,115023.0,158517.0,11364.0,19592.0,20629.0,23420.0,3632.0,5153.0,7983.0,54324.0,39106.0,4772.0,5266.0,32035.0,61062.0,51568.0,48031.0,9494.0,482630.0,329174.0,329174.0,18075.0,40440.0,45894.0,96010.0,14311.0,259223.0,13462.0,111699.0,61094.0,8677.0,333451.0,119142.0,257468.0,194092.0,239397.0,19604.0,31892.0,40711.0,43631.0,12369.0,63376.0,21591.0,24487.0,9890.0,45885.0,118788.0,85092.0
2003-05-31,176145.0,122560.0,167968.0,11332.0,20347.0,21900.0,28899.0,3735.0,4637.0,8105.0,53585.0,40215.0,4974.0,3173.0,31977.0,59343.0,52332.0,49790.0,7011.0,171542.0,116303.0,161370.0,11113.0,20214.0,20967.0,24063.0,4374.0,4782.0,7949.0,55239.0,39977.0,4407.0,5175.0,31997.0,61649.0,52832.0,49613.0,8817.0,483646.0,328195.0,328195.0,17856.0,40307.0,44961.0,96793.0,14155.0,260877.0,13224.0,111132.0,63096.0,8697.0,335757.0,120201.0,256517.0,192987.0,238596.0,19541.0,31782.0,40411.0,43138.0,12324.0,63530.0,21577.0,24640.0,9932.0,45791.0,118481.0,84763.0
2003-06-30,177269.0,123100.0,169136.0,11106.0,20237.0,22107.0,29161.0,3479.0,5142.0,8219.0,54169.0,40274.0,5744.0,3250.0,32270.0,60177.0,53270.0,49999.0,6907.0,173507.0,117719.0,165123.0,11545.0,20561.0,21493.0,23387.0,3500.0,4719.0,8365.0,55788.0,40276.0,6626.0,3364.0,32368.0,60068.0,52705.0,54492.0,7363.0,485622.0,329920.0,329920.0,18295.0,40631.0,44347.0,96757.0,14301.0,262496.0,13226.0,112014.0,63210.0,8795.0,335648.0,120143.0,253504.0,190528.0,235389.0,19002.0,31534.0,39893.0,42380.0,12185.0,62976.0,21415.0,24101.0,10071.0,45534.0,117438.0,83829.0
2003-07-31,179431.0,123235.0,170925.0,11269.0,20584.0,21094.0,29058.0,4105.0,5142.0,8288.0,56196.0,42142.0,5836.0,3191.0,32942.0,60718.0,53278.0,49927.0,7440.0,173320.0,118215.0,164584.0,11617.0,20770.0,21034.0,23871.0,3565.0,5233.0,8051.0,55105.0,42271.0,4530.0,3307.0,32872.0,59516.0,52247.0,45561.0,7269.0,484344.0,328412.0,328412.0,18643.0,40817.0,44287.0,96403.0,14064.0,261405.0,13355.0,110708.0,63326.0,8725.0,334446.0,119624.0,250964.0,188821.0,232728.0,18882.0,30975.0,39506.0,41851.0,11979.0,62143.0,21321.0,23131.0,10220.0,45628.0,115681.0,83051.0
2003-08-31,176200.0,123474.0,167766.0,11218.0,20150.0,21480.0,29249.0,3739.0,5090.0,8081.0,52726.0,39575.0,4941.0,3376.0,33296.0,59159.0,51889.0,49441.0,7270.0,173044.0,119931.0,162258.0,11673.0,20307.0,21883.0,24607.0,4053.0,5113.0,8236.0,53113.0,39586.0,3759.0,3886.0,33225.0,61189.0,51912.0,46848.0,9277.0,486954.0,328670.0,328670.0,19098.0,40974.0,44690.0,97527.0,14219.0,261792.0,13366.0,109526.0,63836.0,8654.0,336476.0,120630.0,249574.0,187033.0,231297.0,18700.0,30730.0,39060.0,41303.0,11905.0,62541.0,21621.0,23218.0,10201.0,45335.0,115294.0,82388.0
2003-09-30,182093.0,125524.0,173389.0,11381.0,20251.0,21848.0,29983.0,4168.0,5109.0,8436.0,56569.0,42736.0,5205.0,3333.0,33625.0,61237.0,53792.0,51050.0,7445.0,178690.0,121332.0,169820.0,11323.0,20865.0,21904.0,25217.0,4107.0,5686.0,8420.0,57358.0,43200.0,5738.0,3233.0,33603.0,62432.0,54924.0,56572.0,7508.0,489082.0,330632.0,330632.0,19040.0,41588.0,44746.0,98292.0,14203.0,262581.0,13830.0,110059.0,63736.0,8632.0,337671.0,121551.0,247702.0,185568.0,229563.0,18470.0,30470.0,38815.0,41176.0,11785.0,62134.0,21244.0,23339.0,10146.0,44852.0,114971.0,82104.0
2003-10-31,181942.0,126429.0,173530.0,11778.0,20519.0,20966.0,30744.0,4537.0,5206.0,8403.0,55513.0,42070.0,5057.0,3532.0,34019.0,60608.0,53235.0,50712.0,7373.0,183704.0,125195.0,172776.0,13410.0,21506.0,20960.0,26376.0,4291.0,5820.0,8590.0,58509.0,42676.0,5949.0,4276.0,34353.0,63046.0,54231.0,51632.0,8815.0,496707.0,335741.0,335741.0,20672.0,42575.0,44740.0,99787.0,14390.0,265577.0,14436.0,110951.0,64480.0,8966.0,340109.0,121927.0,247862.0,185496.0,229433.0,18298.0,30476.0,38952.0,41158.0,11767.0,62366.0,21313.0,23153.0,10267.0,44845.0,115239.0,82180.0
2003-11-30,183269.0,126835.0,175344.0,12006.0,20688.0,21577.0,30078.0,3674.0,5465.0,8597.0,56434.0,41838.0,5672.0,3031.0,33889.0,60811.0,54104.0,51028.0,6707.0,181685.0,125148.0,172903.0,13068.0,21712.0,22707.0,24876.0,3810.0,5007.0,8516.0,56537.0,42229.0,4381.0,2361.0,34269.0,61086.0,53818.0,48722.0,7268.0,500875.0,339052.0,339052.0,21734.0,43599.0,45870.0,100337.0,14309.0,265680.0,14827.0,109660.0,63810.0,9346.0,340384.0,123217.0,246087.0,184256.0,227559.0,18419.0,30361.0,38528.0,40615.0,11814.0,61831.0,21430.0,22529.0,10395.0,44519.0,114381.0,81553.0
2003-12-31,181668.0,127130.0,173113.0,12319.0,20653.0,21712.0,30741.0,3653.0,5488.0,8647.0,54538.0,41228.0,4993.0,3392.0,33058.0,61245.0,53873.0,51259.0,7372.0,181513.0,124803.0,170591.0,12605.0,21426.0,22836.0,26323.0,3538.0,4705.0,8519.0,56710.0,41514.0,5069.0,3023.0,33094.0,65685.0,55374.0,57028.0,10311.0,506423.0,342233.0,342233.0,22020.0,44372.0,46994.0,101622.0,14181.0,267852.0,15113.0,109736.0,63441.0,9382.0,344824.0,125283.0,246922.0,184880.0,227840.0,18518.0,30001.0,38776.0,41144.0,11809.0,62042.0,21659.0,22299.0,10677.0,44632.0,114917.0,81660.0
