date,shipments_total,shipments_primary_metals,shipments_fabricated_metals,shipments_computers,shipments_communications,shipments_motor_vehicles,shipments_nondef_aircraft,shipments_defense_aircraft,shipments_other_durables,shipments_nondef_capital,shipments_core_capital,orders_ex_transport,orders_ex_defense,orders_fabricated_metals,orders_machinery,orders_computers_electronics,orders_computers,orders_transportation,orders_motor_vehicles,orders_other_durables,orders_capital_goods,orders_defense_capital,unfilled_total,unfilled_ex_defense,unfilled_primary_metals,unfilled_fabricated_metals,unfilled_machinery,unfilled_electrical,unfilled_transportation,unfilled_motor_vehicles,unfilled_nondef_aircraft,unfilled_core_capital,inventory_total,inventory_primary_metals,inventory_fabricated_metals,inventory_transportation,inventory_motor_vehicles,inventory_other_durables,inventory_capital_goods
2021-05-01,245415.0,22338.0,32783.0,831.0,2876.0,49684.0,8055.0,4718.0,45470.0,71352.0,66488.0,177203.0,239543.0,35421.0,35479.0,23212.0,828.0,75806.0,50508.0,46002.0,87981.0,11537.0,1138468.0,909272.0,32681.0,125183.0,121764.0,35696.0,672512.0,30689.0,436488.0,251082.0,461840.0,36004.0,57797.0,157126.0,50166.0,64308.0,220715.0
2021-06-01,248755.0,23357.0,33235.0,832.0,2917.0,49467.0,9257.0,4657.0,45856.0,72976.0,67051.0,179252.0,244359.0,36540.0,35681.0,23243.0,850.0,79032.0,50746.0,46197.0,93031.0,12426.0,1153013.0,924132.0,33881.0,128488.0,123688.0,36716.0,679209.0,31968.0,441394.0,254372.0,468953.0,37619.0,58785.0,158254.0,51814.0,65477.0,222446.0
2021-07-01,256148.0,24825.0,34192.0,838.0,2885.0,53206.0,9159.0,4906.0,45801.0,73221.0,67572.0,181185.0,244708.0,36156.0,36723.0,23169.0,876.0,78231.0,54453.0,46293.0,88243.0,12648.0,1161328.0,932484.0,35007.0,130452.0,126452.0,37133.0,680892.0,33215.0,441188.0,257438.0,475140.0,39274.0,59856.0,159463.0,53197.0,66156.0,223459.0
2021-08-01,254207.0,25178.0,34567.0,852.0,2932.0,52311.0,7505.0,4779.0,45966.0,71851.0,67774.0,183488.0,251814.0,37225.0,36693.0,23851.0,861.0,80799.0,53636.0,46178.0,92739.0,10662.0,1176513.0,949481.0,36393.0,133110.0,129024.0,37863.0,688102.0,34540.0,448226.0,261058.0,482312.0,40933.0,60950.0,160885.0,55063.0,66811.0,225076.0
2021-09-01,256668.0,25930.0,35342.0,838.0,2974.0,50284.0,9106.0,4727.0,46436.0,74302.0,68740.0,184685.0,244967.0,37708.0,36766.0,23426.0,842.0,74507.0,50828.0,46778.0,88159.0,11772.0,1184047.0,957053.0,37306.0,135476.0,130764.0,38711.0,689341.0,35084.0,448440.0,263705.0,490012.0,42219.0,62251.0,162523.0,56880.0,67542.0,226892.0
2021-10-01,261218.0,26605.0,36187.0,861.0,3010.0,54255.0,8296.0,4717.0,46744.0,72998.0,68299.0,185469.0,250273.0,37715.0,37268.0,23258.0,850.0,78065.0,55293.0,46518.0,88434.0,11209.0,1191314.0,965240.0,37947.0,137004.0,133383.0,39563.0,691108.0,36122.0,449276.0,267606.0,495805.0,43909.0,63535.0,162319.0,57119.0,68570.0,228364.0
2021-11-01,263885.0,26612.0,36744.0,889.0,3061.0,55220.0,7924.0,4698.0,47679.0,73753.0,69160.0,187492.0,256003.0,37610.0,37258.0,24365.0,878.0,81158.0,55977.0,47686.0,92295.0,10687.0,1200818.0,976155.0,38210.0,137870.0,135396.0,40546.0,695500.0,36879.0,454174.0,271108.0,502984.0,45652.0,64622.0,163259.0,57936.0,69555.0,230701.0
2021-12-01,268645.0,27219.0,37522.0,875.0,3064.0,56742.0,8220.0,4372.0,47616.0,75185.0,70578.0,192177.0,263362.0,39760.0,37757.0,24000.0,851.0,85310.0,57449.0,47912.0,92541.0,10719.0,1214534.0,989496.0,39938.0,140108.0,136962.0,41332.0,702190.0,37586.0,459582.0,273787.0,509554.0,47169.0,65656.0,163708.0,59290.0,70414.0,231969.0
2022-01-01,272185.0,26841.0,37894.0,882.0,3326.0,57868.0,9165.0,4249.0,48242.0,76550.0,71141.0,192769.0,268724.0,39489.0,38412.0,24951.0,906.0,88156.0,58444.0,48384.0,98628.0,10369.0,1228227.0,1004945.0,40635.0,141703.0,139018.0,42298.0,709391.0,38162.0,467603.0,277888.0,515473.0,46933.0,66696.0,165123.0,59939.0,71534.0,234723.0
2022-02-01,272742.0,26650.0,38305.0,926.0,3331.0,57826.0,8091.0,4597.0,48921.0,76146.0,71875.0,192887.0,263008.0,39647.0,38296.0,24829.0,961.0,84149.0,58569.0,48977.0,94197.0,11789.0,1237502.0,1014257.0,40984.0,143045.0,140759.0,43012.0,713706.0,38905.0,470973.0,281324.0,521948.0,47838.0,67708.0,165740.0,60102.0,72494.0,237948.0
2022-03-01,276307.0,27333.0,38418.0,930.0,3291.0,59789.0,8114.0,4479.0,49024.0,76732.0,72324.0,194621.0,264148.0,39715.0,38441.0,24866.0,972.0,82933.0,60692.0,48967.0,91654.0,11347.0,1243817.0,1020989.0,41365.0,144342.0,142113.0,44033.0,715008.0,39808.0,471484.0,285146.0,529861.0,48593.0,67818.0,168823.0,62050.0,73335.0,241411.0
2022-04-01,278493.0,27455.0,38669.0,963.0,3429.0,60253.0,9747.0,4315.0,49096.0,78241.0,72466.0,195513.0,266699.0,40030.0,38654.0,25011.0,1000.0,83644.0,61176.0,49094.0,91717.0,10076.0,1249595.0,1027883.0,41612.0,145703.0,144037.0,45148.0,715206.0,40731.0,472215.0,288624.0,536438.0,48804.0,68832.0,170224.0,62898.0,74529.0,243700.0
2022-05-01,279631.0,27970.0,38821.0,960.0,3467.0,60538.0,8760.0,4374.0,49147.0,77779.0,72907.0,196227.0,265737.0,39582.0,39016.0,25136.0,995.0,82513.0,61255.0,49167.0,90841.0,10687.0,1253866.0,1033023.0,41884.0,146464.0,146075.0,46075.0,714495.0,41448.0,471550.0,292357.0,542301.0,49276.0,69780.0,171449.0,63478.0,75106.0,245971.0
2022-06-01,281120.0,27993.0,39084.0,978.0,3477.0,61061.0,8898.0,4492.0,49046.0,78270.0,73332.0,196108.0,267049.0,39881.0,38820.0,25024.0,1036.0,88655.0,61521.0,49273.0,92158.0,10545.0,1262761.0,1037886.0,41670.0,147261.0,147812.0,47017.0,719142.0,41908.0,471818.0,296143.0,548079.0,49771.0,70427.0,172523.0,63918.0,76007.0,248606.0
2022-07-01,281868.0,26858.0,39434.0,1026.0,3541.0,62167.0,8877.0,4272.0,49077.0,78565.0,73653.0,196214.0,270824.0,40644.0,38657.0,25470.0,1083.0,88246.0,62491.0,49173.0,95285.0,11261.0,1270557.0,1046013.0,41653.0,148471.0,149373.0,48090.0,721980.0,42232.0,474412.0,299657.0,552820.0,49460.0,71253.0,173525.0,64268.0,76691.0,251323.0
2022-08-01,283623.0,27138.0,39255.0,1004.0,3495.0,62661.0,9630.0,4459.0,49151.0,79367.0,73977.0,195477.0,266610.0,39951.0,39102.0,25449.0,1036.0,86891.0,63216.0,49291.0,93798.0,13272.0,1274539.0,1048273.0,40504.0,149167.0,151173.0,49191.0,722390.0,42787.0,472082.0,303794.0,556941.0,49237.0,72060.0,174335.0,64883.0,77206.0,253260.0
2022-09-01,284995.0,26481.0,39123.0,1027.0,3484.0,64290.0,9943.0,4484.0,49146.0,79543.0,73810.0,195208.0,270360.0,39608.0,38664.0,25076.0,1056.0,87222.0,63740.0,49192.0,92425.0,9523.0,1277332.0,1052787.0,41016.0,149652.0,152378.0,50120.0,721235.0,42237.0,472931.0,306929.0,561776.0,49134.0,72587.0,175583.0,65579.0,77699.0,255844.0
2022-10-01,286020.0,26464.0,39109.0,1014.0,3491.0,64550.0,10128.0,4327.0,49241.0,80480.0,74600.0,195883.0,274151.0,39883.0,39100.0,24651.0,1061.0,91188.0,64703.0,49233.0,95273.0,9719.0,1283660.0,1060050.0,41720.0,150426.0,153585.0,51070.0,723512.0,42390.0,475985.0,309480.0,565781.0,48721.0,72872.0,176383.0,65809.0,78218.0,258744.0
2022-11-01,287239.0,26113.0,39045.0,1028.0,3472.0,64422.0,10820.0,4502.0,49199.0,81549.0,74877.0,194841.0,264804.0,39635.0,39352.0,24806.0,1048.0,84254.0,65064.0,48986.0,87794.0,11086.0,1280862.0,1056956.0,42231.0,151016.0,155046.0,50993.0,717874.0,43032.0,470125.0,311086.0,568734.0,48128.0,73291.0,177346.0,66265.0,78550.0,260572.0
2022-12-01,287916.0,25975.0,39037.0,1031.0,3509.0,65078.0,11073.0,4525.0,49311.0,81306.0,74437.0,195045.0,277124.0,39519.0,38348.0,24587.0,1073.0,98313.0,65584.0,49305.0,101828.0,13786.0,1291737.0,1066033.0,43343.0,151498.0,155798.0,51676.0,725169.0,43538.0,475510.0,312762.0,572429.0,47967.0,73801.0,177577.0,66305.0,78931.0,262423.0
2023-01-01,290433.0,26641.0,39028.0,1089.0,3513.0,66538.0,10255.0,4575.0,49646.0,81144.0,75164.0,194086.0,272800.0,39019.0,37937.0,24005.0,1121.0,94788.0,66687.0,49609.0,96234.0,13435.0,1295691.0,1068239.0,43670.0,151489.0,155913.0,52057.0,728547.0,43687.0,476864.0,312993.0,574668.0,47959.0,73750.0,179423.0,67840.0,78865.0,263215.0
2023-02-01,285971.0,26261.0,38867.0,1061.0,3514.0,65031.0,8923.0,4362.0,49080.0,79205.0,74765.0,191790.0,265610.0,38695.0,37387.0,24255.0,1051.0,88903.0,65323.0,49065.0,90474.0,12381.0,1295662.0,1067319.0,43967.0,151317.0,155482.0,51818.0,728999.0,43979.0,476296.0,312421.0,574535.0,47899.0,73608.0,179340.0,67586.0,78750.0,263555.0
2023-03-01,287778.0,26752.0,39061.0,1060.0,3492.0,63178.0,12164.0,4394.0,49019.0,82143.0,74590.0,195038.0,273626.0,39310.0,37380.0,24613.0,1086.0,94232.0,63082.0,48840.0,98074.0,12957.0,1302209.0,1072443.0,45727.0,151566.0,155307.0,51843.0,733528.0,43883.0,480162.0,311683.0,568291.0,47632.0,73590.0,173842.0,66049.0,78549.0,259815.0
2023-04-01,285986.0,26015.0,38911.0,1090.0,3489.0,63401.0,10635.0,4642.0,48637.0,81389.0,75225.0,191580.0,269925.0,38629.0,37578.0,24360.0,1081.0,98588.0,63443.0,48599.0,102593.0,17642.0,1311484.0,1076255.0,46169.0,151284.0,154713.0,51856.0,743136.0,43925.0,484728.0,310882.0,573324.0,47504.0,73403.0,179037.0,66507.0,78609.0,264619.0
2023-05-01,290265.0,25899.0,38802.0,1116.0,3453.0,64871.0,12874.0,4606.0,49297.0,83755.0,75632.0,188346.0,272857.0,38535.0,38438.0,24346.0,1063.0,101361.0,64561.0,49093.0,105197.0,14695.0,1315948.0,1078457.0,42364.0,151017.0,154842.0,51733.0,752007.0,43615.0,491820.0,310613.0,573964.0,47551.0,73610.0,178946.0,66666.0,78477.0,264617.0
2023-06-01,291297.0,26850.0,39165.0,1129.0,3464.0,65058.0,12690.0,4618.0,49152.0,83319.0,75431.0,193013.0,288613.0,38861.0,37447.0,24640.0,1145.0,110958.0,65172.0,49003.0,112232.0,12005.0,1333562.0,1095562.0,42451.0,150713.0,154005.0,51806.0,770629.0,43729.0,509502.0,309951.0,574609.0,47682.0,73722.0,179009.0,66675.0,78248.0,264861.0
2023-07-01,292056.0,26250.0,39283.0,1144.0,3462.0,65995.0,12432.0,4569.0,49219.0,83031.0,75398.0,194460.0,279090.0,39458.0,38337.0,24778.0,1163.0,98818.0,65846.0,48954.0,101261.0,11459.0,1339736.0,1102346.0,42638.0,150888.0,153909.0,51988.0,776565.0,43580.0,516772.0,309693.0,575191.0,47884.0,73640.0,179015.0,66696.0,78348.0,264754.0
2023-08-01,292969.0,26158.0,39453.0,1205.0,3466.0,66319.0,12288.0,4532.0,49244.0,82855.0,75607.0,193664.0,274443.0,39457.0,37497.0,24949.0,1185.0,95464.0,66382.0,49137.0,95707.0,11874.0,1340742.0,1103644.0,42997.0,150892.0,152809.0,51780.0,778849.0,43643.0,519146.0,308473.0,576655.0,47759.0,73673.0,179644.0,66863.0,78459.0,265569.0
2023-09-01,291755.0,26176.0,39853.0,1160.0,3487.0,65496.0,12421.0,4415.0,49264.0,82558.0,75166.0,194180.0,285522.0,39798.0,37626.0,25148.0,1158.0,104049.0,65742.0,49167.0,105568.0,9976.0,1352106.0,1117298.0,42875.0,150837.0,152380.0,51833.0,790779.0,43889.0,533081.0,307841.0,576706.0,47774.0,73536.0,179975.0,67270.0,78567.0,265848.0
2023-10-01,289063.0,25741.0,39653.0,1234.0,3522.0,62664.0,12596.0,4768.0,49235.0,82864.0,75326.0,193698.0,269829.0,39940.0,37469.0,25316.0,1222.0,92278.0,62823.0,49221.0,97761.0,13694.0,1353877.0,1118248.0,42960.0,151124.0,151690.0,51539.0,793203.0,44048.0,535217.0,306678.0,577415.0,47033.0,73511.0,181032.0,67844.0,78679.0,266393.0
2023-11-01,291182.0,25913.0,39892.0,1270.0,3541.0,64331.0,12966.0,4659.0,49310.0,82701.0,74872.0,193640.0,283536.0,39676.0,37063.0,25423.0,1260.0,104930.0,64082.0,49403.0,108918.0,12432.0,1366160.0,1131230.0,42984.0,150908.0,150878.0,51463.0,806415.0,43799.0,549355.0,306090.0,577227.0,47080.0,73518.0,180904.0,67265.0,78581.0,266957.0
2023-12-01,291013.0,26217.0,40092.0,1257.0,3382.0,64995.0,12099.0,4596.0,49292.0,82111.0,74936.0,194538.0,290985.0,39924.0,37465.0,25075.0,1262.0,109786.0,64668.0,49310.0,113235.0,10779.0,1384271.0,1151190.0,43236.0,150740.0,150289.0,51615.0,824909.0,43472.0,570426.0,305227.0,577559.0,46779.0,73331.0,181706.0,67042.0,78379.0,268057.0
2024-01-01,289033.0,25900.0,39802.0,1315.0,3511.0,65706.0,9411.0,4736.0,49156.0,79629.0,75262.0,192801.0,264980.0,39301.0,36497.0,25527.0,1323.0,87813.0,65606.0,49151.0,89562.0,12915.0,1380645.0,1147501.0,43202.0,150239.0,149075.0,51427.0,823085.0,43372.0,569016.0,303633.0,577746.0,46523.0,73307.0,182579.0,66938.0,78539.0,268668.0
2024-02-01,289552.0,25993.0,39809.0,1323.0,3515.0,64996.0,10603.0,4812.0,49405.0,80458.0,74704.0,192943.0,268494.0,39276.0,37035.0,25258.0,1379.0,89680.0,64841.0,49372.0,92764.0,11864.0,1378596.0,1147108.0,42938.0,149706.0,148674.0,51366.0,822161.0,43217.0,570198.0,302898.0,578978.0,46780.0,73332.0,183469.0,66990.0,78599.0,269402.0
2024-03-01,289373.0,25575.0,39711.0,1316.0,3535.0,65880.0,10228.0,4747.0,49485.0,79892.0,74613.0,192727.0,273280.0,39348.0,36758.0,25104.0,1313.0,94696.0,65982.0,49506.0,95927.0,11611.0,1381402.0,1151317.0,42901.0,149343.0,147771.0,51439.0,826077.0,43319.0,575276.0,302271.0,578871.0,46699.0,73331.0,183984.0,66921.0,78717.0,269579.0
2024-04-01,293016.0,26141.0,39814.0,1414.0,3498.0,67044.0,11441.0,4928.0,49563.0,81210.0,74733.0,193928.0,271663.0,39553.0,37084.0,25247.0,1378.0,93044.0,67028.0,49539.0,93651.0,12763.0,1380072.0,1150612.0,42968.0,149082.0,147207.0,51295.0,825701.0,43303.0,575781.0,301578.0,579745.0,46651.0,73338.0,184666.0,66803.0,78862.0,270801.0
2024-05-01,291440.0,26183.0,39759.0,1353.0,3462.0,66986.0,10263.0,4856.0,49432.0,79541.0,74187.0,193708.0,270413.0,39825.0,36439.0,25269.0,1351.0,93121.0,66836.0,49437.0,92588.0,13156.0,1380206.0,1150428.0,42982.0,149148.0,146043.0,51295.0,826684.0,43153.0,576860.0,300528.0,580549.0,46438.0,73248.0,185830.0,66611.0,79026.0,271839.0
2024-06-01,293806.0,25842.0,39743.0,1324.0,3464.0,66345.0,13896.0,4653.0,49273.0,83397.0,74135.0,194494.0,264773.0,39685.0,37005.0,25253.0,1359.0,86634.0,66095.0,49246.0,88343.0,13960.0,1372271.0,1141900.0,43777.0,149090.0,145314.0,51358.0,818386.0,42903.0,568520.0,299937.0,579850.0,46516.0,73279.0,185389.0,66600.0,79294.0,271252.0
2024-07-01,296700.0,25494.0,39843.0,1383.0,3549.0,64629.0,18333.0,4837.0,49242.0,87196.0,73986.0,193703.0,275921.0,39737.0,36796.0,25551.0,1429.0,99531.0,64642.0,49264.0,101671.0,14431.0,1373533.0,1142230.0,44217.0,148984.0,144765.0,51202.0,819707.0,42916.0,569201.0,299381.0,580142.0,46441.0,73260.0,185712.0,66843.0,79688.0,271232.0
2024-08-01,294296.0,25403.0,39936.0,1358.0,3539.0,64604.0,15439.0,4773.0,49443.0,84737.0,74006.0,194816.0,272280.0,40024.0,36950.0,25580.0,1365.0,95110.0,64148.0,49310.0,98308.0,14770.0,1373875.0,1141093.0,44788.0,149072.0,144062.0,51377.0,819652.0,42460.0,568314.0,299113.0,579921.0,46283.0,73187.0,185598.0,66391.0,79722.0,271740.0
2024-09-01,293744.0,25786.0,39759.0,1359.0,3583.0,65069.0,13673.0,4645.0,49567.0,82885.0,74032.0,196891.0,273032.0,41258.0,37325.0,25755.0,1435.0,95578.0,64671.0,49620.0,100457.0,16923.0,1377419.0,1141223.0,45102.0,150571.0,143710.0,51264.0,821405.0,42062.0,568411.0,299568.0,578908.0,46198.0,73153.0,184772.0,65610.0,79843.0,271383.0
2024-10-01,292248.0,25729.0,40136.0,1400.0,3612.0,64609.0,11993.0,4803.0,49644.0,81129.0,73899.0,196508.0,273354.0,41795.0,36397.0,25716.0,1349.0,96758.0,64470.0,49695.0,100685.0,17087.0,1383277.0,1143805.0,45197.0,152230.0,142949.0,51374.0,826045.0,41923.0,571395.0,299109.0,579163.0,46589.0,73210.0,184557.0,65626.0,79914.0,270868.0
2024-11-01,292079.0,26037.0,40257.0,1405.0,3653.0,64622.0,11094.0,4975.0,49569.0,80580.0,74347.0,195810.0,271610.0,40301.0,37154.0,25550.0,1320.0,92530.0,64372.0,49660.0,96284.0,14120.0,1384359.0,1144814.0,45171.0,152274.0,142763.0,51461.0,827241.0,41673.0,572852.0,299073.0,582868.0,46695.0,73114.0,186396.0,65842.0,80234.0,274286.0
2024-12-01,294382.0,25811.0,39977.0,1421.0,3605.0,64431.0,13867.0,4834.0,49563.0,83216.0,74486.0,196225.0,272547.0,41169.0,36678.0,25946.0,1352.0,94334.0,64158.0,49602.0,98226.0,14725.0,1385403.0,1144401.0,44664.0,153466.0,142371.0,51703.0,827553.0,41400.0,572752.0,299182.0,584782.0,46835.0,73171.0,187939.0,65996.0,80287.0,275548.0
2025-01-01,295416.0,25646.0,40237.0,1464.0,3653.0,62894.0,16184.0,4995.0,49508.0,85780.0,74675.0,196743.0,275262.0,40406.0,37994.0,26138.0,1490.0,94452.0,62761.0,49438.0,99846.0,12820.0,1386036.0,1145504.0,44669.0,153635.0,143045.0,51584.0,827351.0,41267.0,572656.0,300478.0,584988.0,46693.0,73270.0,188349.0,66234.0,80448.0,275256.0
2025-02-01,298780.0,26089.0,40386.0,1537.0,3700.0,65680.0,15418.0,5119.0,49706.0,85361.0,75138.0,197569.0,276953.0,40599.0,37639.0,26187.0,1579.0,96416.0,65768.0,49735.0,97575.0,12735.0,1386126.0,1145058.0,44545.0,153848.0,143056.0,51817.0,827241.0,41355.0,571686.0,300901.0,585250.0,46654.0,73274.0,188430.0,66623.0,80549.0,275086.0
2025-03-01,299460.0,26241.0,40396.0,1602.0,3766.0,66903.0,14107.0,5130.0,49927.0,84447.0,75496.0,197131.0,301827.0,40218.0,37849.0,25733.0,1548.0,119084.0,66838.0,49959.0,118763.0,10823.0,1407831.0,1168886.0,44451.0,153670.0,143023.0,51749.0,849948.0,41290.0,594933.0,301186.0,585917.0,46780.0,73444.0,188250.0,66043.0,80610.0,275826.0
2025-04-01,300325.0,26077.0,40318.0,1590.0,3656.0,64952.0,17261.0,5290.0,49482.0,87349.0,75354.0,197143.0,278701.0,40423.0,37862.0,25858.0,1541.0,98086.0,64714.0,49526.0,100888.0,13719.0,1407699.0,1168881.0,44557.0,153775.0,142825.0,51678.0,850298.0,41052.0,595757.0,300463.0,586659.0,46807.0,73533.0,188353.0,66183.0,80933.0,275913.0
2025-05-01,301096.0,26309.0,40426.0,1555.0,3770.0,65342.0,16869.0,5575.0,49429.0,87275.0,75662.0,198398.0,322478.0,40872.0,38012.0,26397.0,1594.0,145671.0,65320.0,49360.0,150012.0,19355.0,1455660.0,1212324.0,44609.0,154221.0,142905.0,51805.0,897779.0,41030.0,638857.0,300850.0,587721.0,46967.0,73653.0,188567.0,66413.0,81130.0,276256.0
