date,total_construction_sa,total_construction_nsa,total_private_sa,total_private_nsa,total_public_sa,total_public_nsa,residential_total_sa,residential_total_nsa,residential_private_sa,residential_private_nsa,residential_public_sa,residential_public_nsa,nonresidential_total_sa,nonresidential_total_nsa,nonresidential_private_sa,nonresidential_private_nsa,nonresidential_public_sa,nonresidential_public_nsa,manufacturing_total_sa,manufacturing_private_sa,commercial_total_sa,commercial_private_sa,commercial_public_sa,office_total_sa,office_private_sa,office_public_sa,healthcare_total_sa,healthcare_private_sa,healthcare_public_sa,educational_total_sa,educational_private_sa,educational_public_sa,power_total_sa,power_private_sa,power_public_sa,highway_total_sa,highway_public_sa,transportation_total_sa,transportation_private_sa,transportation_public_sa
2024-08-01,2245978.0,207302.0,1729954.0,156193.0,516024.0,51110.0,938507.0,88039.0,927519.0,87054.0,10987.0,985.0,1307471.0,119264.0,802435.0,69139.0,505037.0,50125.0,249757.0,248760.0,134612.0,128597.0,6016.0,109593.0,93183.0,16410.0,70195.0,55079.0,15115.0,143275.0,27078.0,116196.0,167476.0,147853.0,19623.0,150124.0,148870.0,66710.0,20360.0,46350.0
2024-09-01,2263103.0,202570.0,1745310.0,152969.0,517792.0,49602.0,953937.0,85342.0,943027.0,84369.0,10910.0,973.0,1309166.0,117228.0,802283.0,68600.0,506883.0,48628.0,250233.0,249116.0,133437.0,127388.0,6049.0,109396.0,92147.0,17249.0,70434.0,55025.0,15408.0,143922.0,27383.0,116538.0,169079.0,147995.0,21085.0,149081.0,147859.0,66666.0,19766.0,46899.0
2024-10-01,2263823.0,198591.0,1734116.0,150023.0,529707.0,48568.0,947851.0,82010.0,936624.0,81029.0,11226.0,981.0,1315972.0,116581.0,797492.0,68994.0,518480.0,47587.0,246526.0,245317.0,131748.0,125622.0,6126.0,110683.0,93113.0,17570.0,71240.0,56120.0,15120.0,144349.0,26243.0,118106.0,170721.0,148468.0,22253.0,151618.0,150594.0,67547.0,20006.0,47541.0
2024-11-01,2262637.0,185458.0,1732657.0,142128.0,529980.0,43331.0,936369.0,75245.0,924911.0,74289.0,11458.0,957.0,1326268.0,110213.0,807746.0,67839.0,518521.0,42374.0,250089.0,248954.0,131406.0,125167.0,6239.0,112072.0,95146.0,16926.0,73420.0,57556.0,15864.0,144694.0,26493.0,118201.0,173183.0,149937.0,23246.0,150285.0,149293.0,67895.0,20523.0,47372.0
2024-12-01,2258822.0,169876.0,1733436.0,132702.0,525387.0,37173.0,940389.0,67399.0,928730.0,66520.0,11659.0,879.0,1318434.0,102477.0,804706.0,66182.0,513727.0,36294.0,242048.0,240906.0,132017.0,125958.0,6059.0,115918.0,99316.0,16602.0,73641.0,57889.0,15752.0,145914.0,26129.0,119786.0,170556.0,148995.0,21561.0,147576.0,146443.0,68442.0,20650.0,47792.0
2025-01-01,2261053.0,161483.0,1730749.0,126844.0,530305.0,34639.0,939308.0,64698.0,927455.0,63833.0,11853.0,865.0,1321746.0,96785.0,803294.0,63011.0,518452.0,33774.0,237485.0,236433.0,130975.0,124789.0,6186.0,119175.0,102225.0,16950.0,76310.0,59737.0,16573.0,143672.0,25642.0,118030.0,170838.0,149594.0,21244.0,148026.0,146879.0,69828.0,20571.0,49256.0
2025-02-01,2265811.0,162437.0,1733723.0,127210.0,532088.0,35227.0,940371.0,65204.0,927994.0,64285.0,12377.0,919.0,1325441.0,97233.0,805729.0,62926.0,519711.0,34308.0,237155.0,236203.0,133782.0,126808.0,6974.0,119620.0,102795.0,16826.0,76494.0,59140.0,17355.0,144113.0,25655.0,118459.0,170022.0,149595.0,20426.0,148902.0,147793.0,69515.0,20807.0,48709.0
2025-03-01,2256260.0,176472.0,1715490.0,137885.0,540770.0,38588.0,932974.0,74157.0,920153.0,73156.0,12821.0,1001.0,1323286.0,102315.0,795337.0,64728.0,527949.0,37586.0,227339.0,226015.0,132444.0,125655.0,6789.0,119848.0,102854.0,16993.0,76757.0,59555.0,17202.0,145238.0,25423.0,119816.0,171411.0,150895.0,20516.0,151024.0,149855.0,70903.0,20977.0,49927.0
2025-04-01,2263809.0,186717.0,1719778.0,143538.0,544031.0,43179.0,926001.0,77521.0,913633.0,76492.0,12368.0,1029.0,1337809.0,109196.0,806145.0,67046.0,531664.0,42150.0,227640.0,226249.0,132822.0,125871.0,6951.0,126006.0,109064.0,16942.0,79266.0,61402.0,17864.0,143967.0,25781.0,118187.0,171115.0,151132.0,19983.0,151051.0,149930.0,70539.0,20706.0,49833.0
2025-05-01,2244426.0,195045.0,1704604.0,148139.0,539823.0,46906.0,926417.0,82823.0,913616.0,81722.0,12800.0,1101.0,1318010.0,112222.0,790988.0,66417.0,527022.0,45805.0,223805.0,222469.0,130731.0,123605.0,7126.0,120054.0,102760.0,17293.0,77235.0,59715.0,17521.0,142529.0,25658.0,116871.0,172584.0,151596.0,20988.0,147267.0,146273.0,70917.0,20236.0,50681.0
2025-06-01,2237719.0,202329.0,1702574.0,151800.0,535146.0,50529.0,933267.0,86557.0,920447.0,85405.0,12820.0,1152.0,1304452.0,115772.0,782127.0,66395.0,522325.0,49377.0,219564.0,218322.0,128841.0,121807.0,7033.0,118009.0,100575.0,17435.0,75954.0,58958.0,16996.0,138555.0,25683.0,112873.0,171601.0,151362.0,20239.0,147730.0,146437.0,70918.0,20077.0,50842.0
2025-07-01,2242633.0,205232.0,1708210.0,153762.0,534423.0,51471.0,939959.0,88402.0,927091.0,87255.0,12868.0,1147.0,1302674.0,116830.0,781119.0,66506.0,521555.0,50324.0,215594.0,214353.0,128817.0,121950.0,6867.0,119854.0,101666.0,18188.0,76420.0,59433.0,16987.0,137487.0,25652.0,111835.0,172391.0,151640.0,20751.0,145020.0,143832.0,70939.0,20113.0,50826.0
2025-08-01,2242024.0,206857.0,1707389.0,154439.0,534635.0,52419.0,940035.0,88430.0,926942.0,87264.0,13094.0,1165.0,1301989.0,118428.0,780447.0,67174.0,521542.0,51253.0,211142.0,209798.0,129870.0,123038.0,6831.0,120941.0,103300.0,17642.0,78100.0,60261.0,17839.0,138186.0,26510.0,111676.0,171380.0,151277.0,20103.0,145561.0,144279.0,71039.0,20169.0,50871.0
2025-09-01,2245799.0,202041.0,1704370.0,150244.0,541429.0,51798.0,944242.0,84925.0,931223.0,83750.0,13020.0,1175.0,1301557.0,117116.0,773148.0,66494.0,528409.0,50622.0,205019.0,203744.0,128091.0,121292.0,6799.0,121640.0,104376.0,17264.0,76137.0,58661.0,17476.0,141206.0,26477.0,114729.0,172475.0,153101.0,19374.0,145297.0,144111.0,72685.0,20490.0,52195.0
2025-10-01,2241141.0,196874.0,1698501.0,147104.0,542640.0,49770.0,934809.0,81163.0,921719.0,80006.0,13090.0,1157.0,1306332.0,115711.0,776782.0,67098.0,529550.0,48613.0,202687.0,201570.0,126725.0,120122.0,6603.0,126450.0,108898.0,17552.0,77394.0,59202.0,18192.0,141928.0,27055.0,114874.0,172706.0,153088.0,19618.0,143952.0,142743.0,73749.0,20418.0,53331.0
2025-11-01,2220726.0,181810.0,1680122.0,137624.0,540604.0,44186.0,928964.0,74576.0,916058.0,73523.0,12907.0,1053.0,1291762.0,107234.0,764064.0,64101.0,527698.0,43133.0,195150.0,194125.0,125371.0,118975.0,6395.0,122107.0,105503.0,16604.0,76618.0,58440.0,18178.0,141884.0,26975.0,114909.0,173785.0,154527.0,19258.0,146556.0,145231.0,73877.0,19976.0,53901.0
2025-12-01,2215955.0,166732.0,1681128.0,128593.0,534827.0,38139.0,942431.0,67678.0,930361.0,66748.0,12071.0,931.0,1273524.0,99054.0,750768.0,61846.0,522756.0,37208.0,181798.0,180751.0,123238.0,116959.0,6279.0,123548.0,107066.0,16482.0,75148.0,57521.0,17627.0,138669.0,26646.0,112023.0,176211.0,156109.0,20102.0,148642.0,147446.0,72744.0,19805.0,52939.0
2026-01-01,2195636.0,155501.0,1660791.0,120748.0,534845.0,34753.0,924558.0,63060.0,912191.0,62180.0,12367.0,880.0,1271078.0,92441.0,748601.0,58568.0,522477.0,33873.0,184187.0,183241.0,124308.0,118223.0,6085.0,122131.0,105913.0,16218.0,74846.0,56809.0,18037.0,138973.0,25755.0,113218.0,174160.0,154672.0,19488.0,149566.0,148445.0,70471.0,19306.0,51166.0
2026-02-01,2189683.0,156541.0,1654750.0,121088.0,534933.0,35453.0,919746.0,63487.0,907431.0,62574.0,12314.0,913.0,1269938.0,93054.0,747319.0,58514.0,522619.0,34540.0,181879.0,180864.0,124246.0,118273.0,5973.0,122942.0,106772.0,16170.0,74394.0,56519.0,17875.0,137986.0,25297.0,112689.0,175305.0,155492.0,19812.0,150132.0,148792.0,70678.0,19200.0,51478.0
2026-03-01,2199399.0,172431.0,1663330.0,133964.0,536069.0,38467.0,930247.0,74033.0,918206.0,73094.0,12041.0,939.0,1269153.0,98398.0,745125.0,60870.0,524028.0,37528.0,179814.0,178488.0,123872.0,117726.0,6147.0,123866.0,107164.0,16702.0,74434.0,56402.0,18032.0,137574.0,25223.0,112351.0,175392.0,155445.0,19947.0,149947.0,148756.0,71243.0,19539.0,51704.0
2026-04-01,2168231.0,178807.0,1627358.0,135757.0,540874.0,43050.0,894242.0,74711.0,882091.0,73712.0,12150.0,1000.0,1273990.0,104096.0,745266.0,62046.0,528724.0,42050.0,177023.0,175033.0,123156.0,117208.0,5948.0,127936.0,111220.0,16717.0,74480.0,56108.0,18372.0,137946.0,25222.0,112724.0,175695.0,155834.0,19861.0,151628.0,150418.0,71649.0,19465.0,52184.0
2026-05-01,2168396.0,187981.0,1624146.0,140668.0,544250.0,47314.0,887277.0,78773.0,874705.0,77691.0,12572.0,1082.0,1281118.0,109209.0,749441.0,62977.0,531677.0,46232.0,173641.0,171381.0,123787.0,117728.0,6059.0,131642.0,115159.0,16483.0,74901.0,56401.0,18500.0,137942.0,24862.0,113080.0,178422.0,158648.0,19775.0,151878.0,150728.0,72079.0,19684.0,52395.0
2026-06-01,2167698.0,196033.0,1622949.0,144543.0,544749.0,51490.0,882821.0,81527.0,870574.0,80406.0,12247.0,1121.0,1284877.0,114506.0,752375.0,64137.0,532502.0,50370.0,171476.0,169106.0,122533.0,116416.0,6116.0,136111.0,119328.0,16783.0,74953.0,56507.0,18446.0,137147.0,24615.0,112532.0,180662.0,160692.0,19970.0,151792.0,150638.0,72682.0,19751.0,52930.0
2026-07-01,2157581.0,197271.0,1614171.0,144923.0,543410.0,52348.0,871205.0,81771.0,859002.0,80672.0,12203.0,1099.0,1286376.0,115500.0,755169.0,64251.0,531206.0,51249.0,169795.0,167805.0,122510.0,116241.0,6270.0,140064.0,123318.0,16747.0,74599.0,56277.0,18323.0,136649.0,24368.0,112281.0,181532.0,161541.0,19991.0,151508.0,150289.0,72290.0,19801.0,52488.0
