Date,toUSD,toKRW,currency
2003-12-01,0.3421142547796479,409.98973128032895,BRL
2003-12-02,0.3411804851423577,407.71067974511743,BRL
2003-12-03,0.3411804851423577,406.8577285322616,BRL
2003-12-04,0.3397893215861486,404.3832633240377,BRL
2003-12-05,0.3408316274026319,403.7832123417288,BRL
2003-12-06,0.3408316274026319,403.7832123417288,BRL
2003-12-07,0.3408316274026319,403.7832123417288,BRL
2003-12-08,0.3401360478017888,403.2652899696981,BRL
2003-12-09,0.3409478247821026,403.2389757219498,BRL
2003-12-10,0.3399048367853783,399.864058292777,BRL
2003-12-11,0.3405994424286147,398.4672960126524,BRL
2003-12-12,0.3407155091979209,399.7274187545013,BRL
2003-12-13,0.3407155091979209,399.7274187545013,BRL
2003-12-14,0.3407155091979209,399.7274187545013,BRL
2003-12-15,0.3425830869170925,404.2137926173223,BRL
2003-12-16,0.3405994424286147,401.83923880811176,BRL
2003-12-17,0.3412969205515264,405.11944469466187,BRL
2003-12-18,0.3410641291513152,403.7517327428489,BRL
2003-12-19,0.3421142547796479,408.0738998059617,BRL
2003-12-20,0.3421142547796479,408.0738998059617,BRL
2003-12-21,0.3421142547796479,408.0738998059617,BRL
2003-12-22,0.3425830869170925,409.5580804093841,BRL
2003-12-23,0.3439972403480665,411.21430951044886,BRL
2003-12-24,0.3439972403480665,412.9686870378538,BRL
2003-12-25,0.3439972403480665,412.5559071461764,BRL
2003-12-26,0.3447087184109768,413.8917413645794,BRL
2003-12-27,0.3447087184109768,413.8917413645794,BRL
2003-12-28,0.3447087184109768,413.8917413645794,BRL
2003-12-29,0.3496503624754485,414.7202863957437,BRL
2003-12-30,0.3447087184109768,411.8579935889154,BRL
2003-12-31,0.3447087184109768,410.1689124529614,BRL
2004-01-01,0.3447087184109768,407.30781325867,BRL
2004-01-02,0.3477051547988206,415.7858410862205,BRL
2004-01-03,0.3477051547988206,415.7858410862205,BRL
2004-01-04,0.3477051547988206,415.7858410862205,BRL
2004-01-05,0.3505082460824099,413.2141798638833,BRL
2004-01-06,0.3489183607682469,415.00350681626753,BRL
2004-01-07,0.3498950265868412,411.7564843721128,BRL
2004-01-08,0.3503854127264391,410.30131830266026,BRL
2004-01-09,0.3533568999855095,417.4205232066373,BRL
2004-01-10,0.3533568999855095,417.4205232066373,BRL
2004-01-11,0.3533568999855095,417.4205232066373,BRL
2004-01-12,0.3584229439687277,418.9247544117693,BRL
2004-01-13,0.3565062303745602,419.00178996675146,BRL
2004-01-14,0.3548615941268148,417.0333280906065,BRL
2004-01-15,0.3554923614941022,417.5257785748231,BRL
2004-01-16,0.3537318834132265,419.7736087744112,BRL
2004-01-17,0.3537318834132265,419.7736087744112,BRL
2004-01-18,0.3537318834132265,419.7736087744112,BRL
2004-01-19,0.3523608101358977,418.42846203637856,BRL
2004-01-20,0.3523608101358977,414.6229480817932,BRL
2004-01-21,0.3517411265600986,416.5318248976092,BRL
2004-01-22,0.3536067806646921,419.9787561294987,BRL
2004-01-23,0.3521126866979135,413.80281221438565,BRL
2004-01-24,0.3521126866979135,413.80281221438565,BRL
2004-01-25,0.3521126866979135,413.80281221438565,BRL
2004-01-26,0.3516174277268558,412.97466886519214,BRL
2004-01-27,0.3486750311573509,407.1827184107024,BRL
2004-01-28,0.3455424953510849,406.4961999671124,BRL
2004-01-29,0.3412969205515264,395.2900767178893,BRL
2004-01-30,0.3410641291513152,395.6343898155257,BRL
2004-01-31,0.3410641291513152,395.6343898155257,BRL
2004-02-01,0.3410641291513152,395.6343898155257,BRL
2004-02-02,0.3400204029882011,393.8796431228116,BRL
2004-02-03,0.3429355411308857,401.3374805303751,BRL
2004-02-04,0.342700481796725,400.5826015389029,BRL
2004-02-05,0.3412969205515264,395.1194282576135,BRL
2004-02-06,0.3410641291513152,398.1241746118522,BRL
2004-02-07,0.3410641291513152,398.1241746118522,BRL
2004-02-08,0.3410641291513152,398.1241746118522,BRL
2004-02-09,0.3419972611217496,394.254459320238,BRL
2004-02-10,0.342700481796725,399.45167321555175,BRL
2004-02-11,0.3442340825640675,399.6213548527784,BRL
2004-02-12,0.3454231456263985,400.4144935437566,BRL
2004-02-13,0.3443526118779576,399.34570718077504,BRL
2004-02-14,0.3443526118779576,399.34570718077504,BRL
2004-02-15,0.3443526118779576,399.34570718077504,BRL
2004-02-16,0.3441156348198451,394.94149728021495,BRL
2004-02-17,0.3429355411308857,396.74213590677147,BRL
2004-02-18,0.3401360478017888,390.3741254539076,BRL
2004-02-19,0.3381805864709994,387.8931326822364,BRL
2004-02-20,0.3381805864709994,391.4440288401819,BRL
2004-02-21,0.3381805864709994,391.4440288401819,BRL
2004-02-22,0.3381805864709994,391.4440288401819,BRL
2004-02-23,0.3381805864709994,398.8501919402588,BRL
2004-02-24,0.3381805864709994,399.0869018380645,BRL
2004-02-25,0.3402517989084014,394.28380118891295,BRL
2004-02-26,0.3412969205515264,397.88396664385823,BRL
2004-02-27,0.3442340825640675,403.7177488394432,BRL
2004-02-28,0.3442340825640675,403.7177488394432,BRL
2004-02-29,0.3442340825640675,403.7177488394432,BRL
2004-03-01,0.3456619560658741,406.8095645329398,BRL
2004-03-02,0.3460207486854598,402.4221307211898,BRL
2004-03-03,0.3463803155284403,400.6234644836434,BRL
2004-03-04,0.3462603864395306,401.66204826985546,BRL
2004-03-05,0.3489183607682469,410.2232997181986,BRL
2004-03-06,0.3489183607682469,410.2232997181986,BRL
2004-03-07,0.3489183607682469,410.2232997181986,BRL
2004-03-08,0.3480682326942171,402.575709436372,BRL
