Date,trailingPE,priceToBook,trailingAnnualDividendYield,symbol,currency,quoteType
2025-09-10,17.82647,,,2644.T,JPY,ETF
2025-10-30,25.122488,,,2644.T,JPY,ETF
2025-11-06,23.406162,,,2644.T,JPY,ETF
2025-11-09,23.330719,,,2644.T,JPY,ETF
2025-11-10,22.944075,,,2644.T,JPY,ETF
2025-11-11,23.283567,,,2644.T,JPY,ETF
2025-11-12,22.57629,,,2644.T,JPY,ETF
2025-11-13,22.953505,,,2644.T,JPY,ETF
2025-11-17,21.586102,,,2644.T,JPY,ETF
2025-11-18,22.604582,,,2644.T,JPY,ETF
2025-11-19,21.444647,,,2644.T,JPY,ETF
2025-11-20,21.614393,,,2644.T,JPY,ETF
2025-11-24,21.982178,,,2644.T,JPY,ETF
2025-11-25,22.56686,,,2644.T,JPY,ETF
2025-11-26,22.58572,,,2644.T,JPY,ETF
2025-11-27,22.463125,,,2644.T,JPY,ETF
2025-11-30,22.387684,,,2644.T,JPY,ETF
2025-12-01,23.330719,,,2644.T,JPY,ETF
2025-12-02,23.981415,,,2644.T,JPY,ETF
2025-12-03,23.84939,,,2644.T,JPY,ETF
2025-12-04,24.075718,,,2644.T,JPY,ETF
2025-12-07,24.40578,,,2644.T,JPY,ETF
2025-12-08,26.59316,,,2644.T,JPY,ETF
2025-12-09,26.3751,,,2644.T,JPY,ETF
2025-12-10,26.385483,,,2644.T,JPY,ETF
2025-12-11,25.689762,,,2644.T,JPY,ETF
2025-12-14,25.025192,,,2644.T,JPY,ETF
2025-12-15,25.33671,,,2644.T,JPY,ETF
2025-12-16,24.609837,,,2644.T,JPY,ETF
2025-12-18,26.260876,,,2644.T,JPY,ETF
2025-12-22,26.447786,,,2644.T,JPY,ETF
2025-12-23,26.665848,,,2644.T,JPY,ETF
2025-12-24,26.998133,,,2644.T,JPY,ETF
2025-12-25,26.728151,,,2644.T,JPY,ETF
2025-12-28,26.790455,,,2644.T,JPY,ETF
2026-01-04,28.888002,,,2644.T,JPY,ETF
2026-01-06,28.171513,,,2644.T,JPY,ETF
2026-01-07,28.472647,,,2644.T,JPY,ETF
2026-01-08,29.308802,,,2644.T,JPY,ETF
2026-01-12,30.447403,,,2644.T,JPY,ETF
2026-01-13,30.264412,,,2644.T,JPY,ETF
2026-01-14,30.640558,,,2644.T,JPY,ETF
2026-01-18,30.04076,,,2644.T,JPY,ETF
2026-01-19,30.416904,,,2644.T,JPY,ETF
2026-01-20,32.439953,,,2644.T,JPY,ETF
2026-01-21,32.03331,,,2644.T,JPY,ETF
2026-01-22,31.159027,,,2644.T,JPY,ETF
2026-01-25,32.175636,,,2644.T,JPY,ETF
2026-01-26,33.080418,,,2644.T,JPY,ETF
2026-01-27,32.653442,,,2644.T,JPY,ETF
2026-01-28,32.043476,,,2644.T,JPY,ETF
2026-02-01,31.951982,,,2644.T,JPY,ETF
2026-02-02,31.647,,,2644.T,JPY,ETF
2026-02-03,31.14886,,,2644.T,JPY,ETF
2026-02-04,31.69783,,,2644.T,JPY,ETF
2026-02-05,33.426064,,,2644.T,JPY,ETF
2026-02-08,33.58872,,,2644.T,JPY,ETF
2026-02-09,29.506014,,,2644.T,JPY,ETF
2026-02-11,29.282753,,,2644.T,JPY,ETF
2026-02-12,29.148798,,,2644.T,JPY,ETF
2026-02-15,29.300615,,,2644.T,JPY,ETF
2026-02-16,29.488153,,,2644.T,JPY,ETF
2026-02-17,29.952534,,,2644.T,JPY,ETF
2026-02-18,29.747135,,,2644.T,JPY,ETF
2026-02-19,30.184723,,,2644.T,JPY,ETF
2026-02-23,31.426048,,,2644.T,JPY,ETF
