ticker,name,price_path,price_rows_added,price_updated,price_status,price_reason,valuation_path,valuation_rows_added,valuation_updated,valuation_status,valuation_reason,status,run_at
1001,코스피,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1001.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1001.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1002,코스피 대형주,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1002.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1002.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1003,코스피 중형주,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1003.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1003.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1004,코스피 소형주,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1004.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1004.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1005,음식료·담배,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1005.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1005.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1006,섬유·의류,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1006.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1006.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1007,종이·목재,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1007.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1007.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1008,화학,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1008.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1008.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1009,제약,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1009.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1009.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
1010,비금속,C:\Users\user\Work\macro_strategy\global_universe\data\daily\KRX_IDX_1010.csv,28,True,updated,appended 28,C:\Users\user\Work\macro_strategy\global_universe\data\valuations\KRX_IDX_1010.csv,29,True,updated,appended 29,ok,2025-11-01T18:55:44+09:00
