date,p50,p2_5,p97_5,p16,p84
2019-03-08,-0.678468,-1.319788,0.01246,-1.000888,-0.352198
2019-03-15,-0.826833,-1.422178,-0.146418,-1.112704,-0.473213
2019-03-22,-0.843548,-1.405956,-0.221763,-1.135814,-0.531673
2019-04-03,-0.797548,-1.363556,-0.134914,-1.087362,-0.478975
2019-04-10,-0.784782,-1.354107,-0.077407,-1.090957,-0.44016
2019-04-17,-0.801007,-1.403262,-0.145319,-1.109724,-0.480825
2019-04-24,-0.993405,-1.64447,-0.338766,-1.324284,-0.65673
2019-05-06,-1.028392,-1.621797,-0.30374,-1.321288,-0.682236
2019-05-13,-1.027484,-1.637356,-0.324107,-1.350679,-0.690203
2019-05-20,-1.008791,-1.61975,-0.299727,-1.331206,-0.668309
2019-05-28,-1.092134,-1.700482,-0.403362,-1.414068,-0.772448
2019-06-07,-1.070975,-1.731869,-0.360844,-1.407841,-0.713302
2019-06-14,-1.048055,-1.665283,-0.343307,-1.387748,-0.722928
2019-06-21,-1.138045,-1.761095,-0.481938,-1.44885,-0.807807
2019-07-03,-1.223748,-1.889853,-0.508368,-1.566354,-0.891381
2019-07-11,-1.21809,-1.907272,-0.511552,-1.568928,-0.86291
2019-07-18,-1.195844,-1.885627,-0.418591,-1.543862,-0.821712
2019-07-25,-1.237438,-1.896817,-0.512879,-1.58193,-0.879745
2019-08-06,-1.215013,-1.945854,-0.468941,-1.568496,-0.864396
2019-08-13,-1.219352,-1.968738,-0.430985,-1.621068,-0.827189
2019-08-20,-1.194279,-1.981049,-0.378003,-1.580366,-0.810207
2019-08-27,-1.22306,-1.965831,-0.436042,-1.598902,-0.823923
2019-09-09,-1.389188,-2.171601,-0.576352,-1.775587,-1.00436
2019-09-16,-1.33996,-2.05359,-0.484993,-1.720803,-0.941887
2019-09-23,-1.390418,-2.165445,-0.585562,-1.801591,-1.013822
2019-10-03,-1.387015,-2.126048,-0.557574,-1.76078,-0.969283
2019-10-10,-1.457876,-2.224616,-0.643714,-1.839894,-1.078179
2019-10-18,-1.413655,-2.221655,-0.519849,-1.825032,-0.98554
2019-10-25,-1.427376,-2.212809,-0.521282,-1.824129,-1.005706
2019-11-06,-1.423218,-2.24993,-0.560649,-1.833559,-0.990006
2019-11-14,-1.389395,-2.189494,-0.491343,-1.805287,-0.94105
2019-11-21,-1.350168,-2.16568,-0.365372,-1.778137,-0.84484
2019-12-04,-1.269081,-2.087323,-0.424745,-1.685725,-0.822187
2019-12-11,-1.238904,-1.950609,-0.432059,-1.61263,-0.864291
2019-12-18,-1.249881,-1.991884,-0.420898,-1.637621,-0.841223
2019-12-26,-1.20715,-1.925455,-0.452493,-1.586065,-0.834353
2020-01-08,-1.170866,-1.936608,-0.386348,-1.541533,-0.783163
2020-01-15,-1.031341,-1.800043,-0.212511,-1.423737,-0.615788
2020-01-23,-1.10773,-1.862203,-0.292879,-1.495368,-0.726964
2020-02-04,-1.12945,-1.901141,-0.320541,-1.505199,-0.732991
2020-02-11,-1.228692,-1.948907,-0.442484,-1.583989,-0.84679
2020-02-19,-1.2531,-1.977604,-0.466743,-1.612193,-0.884478
2020-02-26,-1.2171,-1.922576,-0.467753,-1.577152,-0.850302
2020-03-09,-1.126431,-1.835667,-0.332523,-1.488926,-0.740411
2020-03-16,-1.156221,-1.916947,-0.338896,-1.534749,-0.752591
2020-03-23,-1.170307,-1.870837,-0.400537,-1.523056,-0.79388
2020-04-02,-1.301819,-1.937359,-0.639205,-1.633756,-0.971329
2020-04-09,-1.374155,-2.004713,-0.745929,-1.693221,-1.069059
2020-04-16,-1.299487,-1.943431,-0.677486,-1.62751,-0.98422
2020-04-23,-1.367441,-1.971638,-0.689257,-1.664649,-1.020137
2020-05-05,-1.243841,-1.836175,-0.64749,-1.565692,-0.938262
2020-05-12,-1.155237,-1.761525,-0.492131,-1.456714,-0.830008
2020-05-19,-1.000252,-1.530924,-0.416296,-1.281598,-0.708159
2020-05-27,-0.890466,-1.462706,-0.314227,-1.169944,-0.605135
2020-06-08,-1.00408,-1.564804,-0.41299,-1.276174,-0.720075
2020-06-15,-0.977462,-1.509806,-0.411056,-1.248834,-0.682835
2020-06-22,-0.868934,-1.43199,-0.239457,-1.156809,-0.555625
2020-07-02,-0.785415,-1.375431,-0.155908,-1.088927,-0.46992
2020-07-09,-0.820281,-1.409426,-0.155165,-1.133085,-0.482997
2020-07-16,-0.706042,-1.348166,-0.018848,-1.024472,-0.359249
2020-07-23,-0.695045,-1.307518,-0.015329,-1.017773,-0.358561
2020-08-04,-0.549442,-1.173521,0.109942,-0.841693,-0.203881
2020-08-11,-0.38237,-0.881603,0.193017,-0.643402,-0.121742
2020-08-18,-0.322978,-0.865864,0.261527,-0.593035,-0.028982
2020-08-25,-0.263134,-0.814302,0.318599,-0.544672,0.033061
2020-09-04,-0.281116,-0.824323,0.320116,-0.563376,0.008989
2020-09-14,-0.238141,-0.800613,0.409926,-0.525455,0.087739
2020-09-21,-0.228991,-0.811083,0.411602,-0.523564,0.094369
2020-09-28,-0.163338,-0.753161,0.49815,-0.461131,0.157396
2020-10-08,-0.120866,-0.724725,0.544588,-0.433371,0.20849
2020-10-16,-0.079712,-0.637256,0.617753,-0.376344,0.253999
2020-10-23,-0.045838,-0.626198,0.6491,-0.356679,0.28516
2020-11-04,-0.033365,-0.605828,0.612495,-0.342311,0.280238
2020-11-12,-0.090929,-0.652641,0.572579,-0.38379,0.24323
2020-11-19,-0.099306,-0.656892,0.562597,-0.389189,0.203965
2020-12-02,-0.053984,-0.661339,0.638218,-0.369619,0.283159
2020-12-09,-0.058244,-0.662611,0.640934,-0.387804,0.267215
2020-12-16,-0.032615,-0.698451,0.669118,-0.363337,0.299983
2020-12-23,-0.08366,-0.726166,0.695722,-0.401347,0.272179
2021-01-06,-0.061814,-0.688935,0.676017,-0.397226,0.297776
2021-01-13,-0.037764,-0.682344,0.67766,-0.367208,0.308679
2021-01-21,-0.029274,-0.691974,0.689232,-0.365483,0.310681
2021-02-02,-0.062267,-0.705992,0.685861,-0.378025,0.305368
2021-02-09,-0.085662,-0.722888,0.630134,-0.440833,0.277644
2021-02-17,-0.084741,-0.697038,0.600629,-0.40937,0.239084
2021-02-24,-0.035659,-0.65508,0.675816,-0.356976,0.311656
2021-03-08,-0.044031,-0.66857,0.628162,-0.360168,0.283561
2021-03-15,0.055638,-0.526995,0.720018,-0.25031,0.395272
2021-03-22,0.057721,-0.488644,0.710102,-0.224413,0.363536
2021-03-29,0.091231,-0.523625,0.768481,-0.230074,0.423772
2021-04-08,0.047771,-0.57576,0.732352,-0.265332,0.386473
2021-04-15,0.014497,-0.630669,0.723562,-0.320835,0.365249
2021-04-22,0.015377,-0.548919,0.678911,-0.280969,0.362561
2021-05-04,-0.246996,-0.865581,0.39473,-0.562247,0.054339
2021-05-11,-0.182604,-0.721568,0.402345,-0.434624,0.100115
2021-05-18,-0.207521,-0.741781,0.38316,-0.479739,0.079864
2021-05-25,-0.118948,-0.662143,0.48943,-0.395928,0.168566
2021-06-07,-0.103016,-0.618372,0.512164,-0.371375,0.197542
2021-06-14,-0.078438,-0.612707,0.512121,-0.349932,0.224978
2021-06-21,-0.060402,-0.636629,0.534641,-0.353275,0.226263
2021-06-28,-0.084382,-0.634476,0.535947,-0.379958,0.222522
2021-07-09,-0.12282,-0.691744,0.487715,-0.38714,0.163531
2021-07-16,-0.122703,-0.65145,0.469679,-0.409841,0.170373
2021-07-23,-0.1493,-0.684528,0.436278,-0.413086,0.110201
2021-08-04,-0.103759,-0.658024,0.509306,-0.390542,0.190266
2021-08-11,-0.08786,-0.647817,0.516534,-0.368675,0.207125
2021-08-18,-0.048569,-0.60175,0.61161,-0.328474,0.256309
2021-08-25,-0.046511,-0.631305,0.625031,-0.350679,0.275623
2021-09-07,-0.010891,-0.588606,0.638774,-0.309628,0.311442
2021-09-14,0.016652,-0.590254,0.702887,-0.296391,0.360313
2021-09-21,-0.019064,-0.599953,0.623653,-0.313782,0.298066
2021-09-28,-0.009651,-0.620047,0.677014,-0.319849,0.305959
2021-10-08,-0.053082,-0.637695,0.612044,-0.342263,0.245754
2021-10-18,-0.08959,-0.674042,0.54411,-0.366846,0.233331
2021-10-25,-0.102533,-0.659526,0.604403,-0.389694,0.223052
2021-11-04,0.005246,-0.549737,0.620962,-0.276113,0.314701
2021-11-12,-0.044933,-0.604765,0.568974,-0.330687,0.252867
2021-11-19,-0.024569,-0.597308,0.650463,-0.316356,0.297101
2021-12-02,-0.028439,-0.588538,0.628916,-0.31579,0.297336
2021-12-09,-0.05815,-0.631212,0.595264,-0.350771,0.269408
2021-12-16,-0.089059,-0.694534,0.574296,-0.394418,0.248997
2021-12-23,-0.1252,-0.720816,0.508847,-0.418624,0.199304
2022-01-04,-0.121301,-0.725578,0.573708,-0.432202,0.208209
2022-01-11,-0.099352,-0.729591,0.625539,-0.416296,0.256134
2022-01-19,-0.168595,-0.774994,0.513231,-0.488891,0.158851
2022-01-26,-0.139256,-0.780157,0.612027,-0.463664,0.214458
2022-02-07,-0.174298,-0.779705,0.502828,-0.485829,0.154767
2022-02-14,-0.143586,-0.73358,0.570198,-0.44985,0.190084
2022-02-22,-0.062491,-0.67735,0.689717,-0.392137,0.282858
2022-03-04,-0.081504,-0.705511,0.60685,-0.392167,0.254771
2022-03-11,0.011343,-0.605822,0.712569,-0.315176,0.329763
2022-03-18,-0.037674,-0.622625,0.639076,-0.338317,0.289204
2022-03-25,-0.046289,-0.619895,0.603137,-0.336732,0.253065
2022-04-06,-0.070993,-0.594473,0.556851,-0.338143,0.224583
2022-04-13,-0.041659,-0.608674,0.608315,-0.348434,0.254527
2022-04-20,-0.096712,-0.620673,0.505472,-0.360752,0.193835
2022-04-27,-0.052326,-0.53122,0.511182,-0.302618,0.219509
2022-05-09,-0.134633,-0.574207,0.339442,-0.359211,0.088683
2022-05-16,-0.113994,-0.543798,0.346676,-0.329858,0.107447
2022-05-23,-0.073337,-0.508096,0.395513,-0.303482,0.161375
2022-06-03,-0.151011,-0.582275,0.353577,-0.368719,0.09501
2022-06-10,-0.089454,-0.562764,0.416575,-0.331591,0.15944
2022-06-17,-0.146179,-0.611871,0.374804,-0.398854,0.099468
2022-06-27,-0.172105,-0.659745,0.366313,-0.426548,0.103226
2022-07-08,-0.111285,-0.562829,0.415398,-0.337839,0.139669
2022-07-15,-0.075977,-0.538595,0.42025,-0.31187,0.165712
2022-07-22,-0.032481,-0.530098,0.525643,-0.280804,0.22376
2022-08-03,-0.167122,-0.638239,0.394626,-0.410408,0.098517
2022-08-10,-0.192737,-0.688321,0.347599,-0.435592,0.071025
2022-08-17,-0.201855,-0.714616,0.39244,-0.466129,0.082276
2022-08-24,-0.204866,-0.744719,0.391294,-0.474265,0.087547
2022-09-06,-0.149615,-0.658402,0.471116,-0.411039,0.127989
2022-09-13,-0.159826,-0.699259,0.429363,-0.429637,0.10863
2022-09-20,-0.296677,-0.814985,0.277158,-0.568784,-0.022428
2022-09-27,-0.200533,-0.752576,0.417807,-0.472995,0.077323
2022-10-07,-0.104737,-0.588701,0.423943,-0.34323,0.136238
2022-10-17,-0.134543,-0.550121,0.343515,-0.351843,0.102564
2022-10-24,-0.094552,-0.571418,0.437929,-0.340549,0.148563
2022-11-03,-0.089894,-0.543409,0.432339,-0.315144,0.155975
2022-11-10,-0.244374,-0.722824,0.27466,-0.477426,0.021481
2022-11-18,-0.179807,-0.677373,0.359546,-0.430367,0.081943
2022-11-28,-0.211471,-0.738528,0.349801,-0.482027,0.057483
2022-12-08,-0.218552,-0.763097,0.353308,-0.489641,0.068407
2022-12-15,-0.245946,-0.7606,0.365581,-0.507865,0.057137
2022-12-22,-0.26202,-0.799059,0.337601,-0.543445,0.035256
2023-01-05,-0.204311,-0.793486,0.398662,-0.504805,0.07972
2023-01-12,-0.099644,-0.583895,0.448438,-0.358003,0.171167
2023-01-20,-0.13634,-0.647057,0.427199,-0.382757,0.127244
2023-01-27,0.032598,-0.465589,0.61233,-0.228197,0.317239
2023-02-08,-0.037576,-0.573186,0.539503,-0.322585,0.244741
2023-02-15,-0.055217,-0.553206,0.50965,-0.317893,0.219207
2023-02-23,-0.04505,-0.552151,0.553106,-0.311932,0.236501
2023-03-07,-0.036333,-0.539938,0.561254,-0.297273,0.254041
2023-03-14,-0.026216,-0.564674,0.577669,-0.305722,0.25198
2023-03-21,0.016426,-0.428329,0.485259,-0.20655,0.235573
2023-03-28,-0.004564,-0.437827,0.45058,-0.221903,0.224394
2023-04-07,-0.04191,-0.474579,0.411616,-0.260978,0.185199
2023-04-14,0.006777,-0.463168,0.474363,-0.23419,0.244478
2023-04-21,0.014017,-0.427934,0.543462,-0.222968,0.252762
2023-05-03,0.058239,-0.399535,0.538904,-0.173693,0.302003
2023-05-10,0.037915,-0.336031,0.44802,-0.149518,0.241475
2023-05-17,0.059251,-0.323929,0.483687,-0.134611,0.264377
2023-05-24,0.034756,-0.373094,0.478431,-0.170276,0.253103
2023-06-06,0.032405,-0.368446,0.455002,-0.173994,0.234877
2023-06-13,0.022164,-0.400668,0.497951,-0.182592,0.249708
2023-06-21,0.028064,-0.393565,0.533634,-0.177706,0.258644
2023-06-28,-0.013974,-0.447951,0.500794,-0.233059,0.22722
2023-07-11,0.010571,-0.415502,0.468152,-0.195602,0.220488
2023-07-18,0.096693,-0.325772,0.560245,-0.115866,0.325689
2023-07-25,0.027501,-0.402493,0.477064,-0.190647,0.24646
2023-08-04,-0.058261,-0.481958,0.416998,-0.278222,0.172153
2023-08-11,-0.072371,-0.512393,0.417164,-0.294025,0.157554
2023-08-18,-0.020546,-0.472811,0.480286,-0.249056,0.214558
2023-08-25,0.026167,-0.432481,0.529624,-0.20569,0.283304
2023-09-07,0.016382,-0.406402,0.515123,-0.195549,0.253662
2023-09-14,-0.03853,-0.457269,0.446264,-0.249977,0.207527
2023-09-21,-0.096082,-0.506781,0.348874,-0.295743,0.115972
2023-10-03,-0.090295,-0.481148,0.315744,-0.290917,0.107081
2023-10-11,-0.034505,-0.372461,0.355221,-0.218466,0.163178
2023-10-18,-0.089256,-0.458955,0.31633,-0.284128,0.108218
2023-10-25,-0.165707,-0.505958,0.242982,-0.334042,0.021744
2023-11-06,-0.250838,-0.580336,0.130905,-0.42467,-0.065017
2023-11-13,-0.228781,-0.571391,0.143887,-0.401637,-0.038978
2023-11-20,-0.19246,-0.555943,0.20021,-0.381759,0.006672
2023-11-28,-0.200617,-0.5804,0.19889,-0.396914,-0.00641
2023-12-08,-0.225392,-0.611267,0.185284,-0.418683,-0.026961
2023-12-15,-0.205116,-0.585576,0.20853,-0.397713,-0.008587
2023-12-22,-0.210056,-0.600918,0.202553,-0.404974,-0.008121
2024-01-05,-0.137023,-0.520891,0.313169,-0.330752,0.074726
2024-01-12,-0.224709,-0.586767,0.146574,-0.404356,-0.034788
2024-01-22,-0.14823,-0.515617,0.282543,-0.334767,0.061439
2024-01-29,-0.130039,-0.519838,0.30506,-0.336219,0.079065
2024-02-08,-0.124572,-0.498897,0.295072,-0.316011,0.075382
2024-02-15,-0.137875,-0.513265,0.277624,-0.322982,0.074107
2024-02-23,-0.09856,-0.483763,0.321971,-0.301562,0.10882
2024-03-06,-0.089408,-0.471104,0.323374,-0.291791,0.110553
2024-03-13,-0.085679,-0.459417,0.349286,-0.286134,0.125791
2024-03-20,-0.028217,-0.432532,0.445954,-0.252698,0.193351
2024-03-27,-0.06729,-0.467591,0.392266,-0.271712,0.163388
2024-04-08,-0.021895,-0.4285,0.454142,-0.229229,0.201126
2024-04-15,-0.089991,-0.484985,0.330806,-0.286255,0.11889
2024-04-22,-0.090951,-0.427113,0.275611,-0.267921,0.084691
2024-05-02,-0.144036,-0.501265,0.256798,-0.316899,0.048872
2024-05-09,-0.167714,-0.492502,0.171205,-0.331499,-0.002659
2024-05-16,-0.114214,-0.45034,0.248276,-0.284919,0.066575
2024-05-23,-0.100663,-0.476365,0.263955,-0.289501,0.076826
2024-06-05,-0.110865,-0.472476,0.2782,-0.287483,0.078185
2024-06-12,-0.083233,-0.452823,0.303149,-0.273703,0.106479
2024-06-20,-0.099499,-0.477068,0.31129,-0.297834,0.115025
2024-07-02,-0.050373,-0.438646,0.397428,-0.250275,0.16669
2024-07-10,0.030447,-0.378849,0.441735,-0.174832,0.228914
2024-07-17,0.004483,-0.368281,0.427208,-0.182417,0.202684
2024-07-24,0.00342,-0.37975,0.429901,-0.193707,0.212904
2024-08-05,0.067823,-0.304713,0.532019,-0.124327,0.283943
2024-08-12,0.043244,-0.349248,0.483324,-0.161531,0.256431
2024-08-19,0.043706,-0.384869,0.504994,-0.173634,0.26084
2024-08-26,0.032401,-0.378075,0.49764,-0.179167,0.251282
2024-09-06,0.036849,-0.406983,0.530832,-0.188214,0.271183
2024-09-13,0.016585,-0.371126,0.459934,-0.192746,0.225564
2024-09-20,0.017885,-0.381126,0.559934,-0.193746,0.226564
2024-10-02,-0.02832,-0.434803,0.402958,-0.236286,0.18
2024-10-09,-0.062112,-0.437024,0.335906,-0.258179,0.13262
2024-10-17,-0.146239,-0.501877,0.265967,-0.329468,0.048035
2024-10-24,-0.121189,-0.509006,0.260484,-0.315873,0.070087
2024-11-05,-0.152224,-0.518867,0.2676,-0.335062,0.049464
2024-11-13,-0.154164,-0.525325,0.255491,-0.348296,0.049124
2024-11-20,-0.128591,-0.50711,0.31117,-0.311531,0.076415
2024-12-03,-0.10519,-0.48135,0.324538,-0.303938,0.10307
2024-12-10,-0.069003,-0.492878,0.37389,-0.279795,0.151866
2024-12-17,-0.083295,-0.467521,0.359375,-0.282231,0.128613
2024-12-24,-0.074477,-0.477765,0.366319,-0.282953,0.147211
2025-01-07,-0.038827,-0.418482,0.402741,-0.234521,0.184999
2025-01-14,-0.142541,-0.53064,0.281672,-0.333445,0.06449
2025-01-22,-0.133812,-0.533807,0.311553,-0.338579,0.081599
2025-01-29,-0.112208,-0.507192,0.305166,-0.320911,0.089765
2025-02-10,-0.061378,-0.45398,0.357897,-0.255561,0.146694
2025-02-18,-0.032651,-0.445102,0.395375,-0.230808,0.175964
2025-02-25,-0.078981,-0.454567,0.35653,-0.272898,0.125131
2025-03-07,-0.1009,-0.484671,0.287213,-0.299301,0.099868
2025-03-14,-0.121771,-0.493559,0.284761,-0.319213,0.073752
2025-03-21,-0.16812,-0.561848,0.252021,-0.374463,0.047311
2025-04-02,-0.147997,-0.548775,0.293076,-0.355319,0.066177
2025-04-09,-0.153615,-0.549583,0.273924,-0.361752,0.055796
2025-04-16,-0.178923,-0.581514,0.267731,-0.384758,0.037315
2025-04-23,-0.195984,-0.5168389999999999,0.16680399999999998,-0.36913799999999997,-0.008831
2025-05-05,-0.225969,-0.534681,0.119851,-0.387407,-0.053402
2025-05-12,-0.212528,-0.535845,0.12342499999999999,-0.370541,-0.048132
2025-05-19,-0.19668,-0.5368499999999999,0.116226,-0.36805699999999997,-0.029776999999999998
2025-05-27,-0.195356,-0.529542,0.152882,-0.361655,-0.025137
2025-06-06,-0.180354,-0.497926,0.166978,-0.339757,-0.00654
2025-06-13,-0.16272899999999998,-0.48005499999999995,0.188941,-0.317812,0.007307999999999999
2025-06-23,-0.171259,-0.527851,0.207533,-0.34712,0.008418
2025-07-03,-0.17860099999999998,-0.529033,0.184863,-0.35489,-0.002162
2025-07-11,-0.154841,-0.491317,0.176387,-0.323677,0.011444
2025-07-18,-0.18023499999999998,-0.501892,0.17981,-0.351732,-0.005247
2025-07-25,-0.192572,-0.5327419999999999,0.180814,-0.35701099999999997,-0.004977
2025-08-06,-0.181582,-0.526346,0.196742,-0.36434099999999997,0.0026969999999999997
2025-08-13,-0.147813,-0.511965,0.24567499999999998,-0.324385,0.046294999999999996
2025-08-20,-0.16733599999999998,-0.561565,0.227008,-0.361676,0.022497
2025-08-27,-0.13601,-0.543319,0.25972,-0.333939,0.059017999999999994
2025-09-09,-0.105894,-0.5206189999999999,0.332873,-0.311633,0.10718499999999999
2025-09-16,-0.14022199999999999,-0.5607099999999999,0.299513,-0.33904999999999996,0.077109
2025-09-23,-0.069477,-0.479332,0.349763,-0.281311,0.149779
2025-10-03,0.064594,-0.388374,0.5547639999999999,-0.15885,0.303243
2025-10-10,0.15009699999999998,-0.28463499999999997,0.6607689999999999,-0.08609599999999999,0.393516
2025-10-20,0.261457,-0.217552,0.839283,0.024601,0.531848
2025-10-27,0.19099,-0.278745,0.727491,-0.046936,0.44216
2025-11-06,0.186658,-0.293133,0.769592,-0.058133,0.470079
2025-11-14,0.302057,-0.17225,0.875747,0.056106,0.583705
2025-11-21,0.279142,-0.202432,0.815394,0.022314999999999998,0.5459729999999999
2025-12-04,0.27366399999999996,-0.243884,0.8747459999999999,0.005111999999999999,0.564842
2025-12-11,0.166648,-0.326635,0.7225619999999999,-0.077154,0.428143
