asOfDate,mbs,cmbs,tips,frn,tipsInflationCompensation,notesbonds,bills,agencies,total,ust_total,mbs_total
2019-07-17,1527093335084.0,0.0,115988509100,14819524400.0,23621962888.03,1939551334800,2333300,2347000000.0,3599802036684.2,2093983664488.03,1527093335084.0
2019-07-24,1521541838010.0,0.0,115988509100,14819524400.0,23688882150.36,1939551334800,2333300,2347000000.0,3594250539609.8,2094050583750.36,1521541838010.0
2019-07-31,1511774921668.0,0.0,116544665000,14138913600.0,23756539138.4,1926257397600,2333300,2347000000.0,3571065231167.9,2080699848638.4,1511774921668.0
2019-08-07,1511776921625.0,0.0,116544665000,14138913600.0,23762909732.94,1926257397600,0,2347000000.0,3571064897824.8,2080703885932.94,1511776921625.0
2019-08-14,1514173777523.0,0.0,116544665000,14138913600.0,23769098726.89,1926257397600,0,2347000000.0,3573461753722.7,2080710074926.89,1514173777523.0
2019-08-21,1500669579430.0,0.0,116544665000,14138913600.0,23775496847.43,1931460397600,3001000000,2347000000.0,3568161555630.3,2088920473047.43,1500669579430.0
2019-08-28,1489605199586.0,0.0,116544665000,14138913600.0,23781749292.26,1937663397600,3001000000,2347000000.0,3563300175786.3,2095129725492.26,1489605199586.0
2019-09-04,1489605276473.0,0.0,116544665000,14138913600.0,23815712273.85,1937663397600,3001000000,2347000000.0,3563300252672.7,2095163688473.85,1489605276473.0
2019-09-11,1489605276573.0,0.0,118145665000,14539913600.0,24218626045.69,1941263397600,3001000000,2347000000.0,3568902252773.0,2101168602245.69,1489605276573.0
2019-09-18,1484433798443.0,0.0,118145665000,14539913600.0,24273907458.77,1942864397600,6002000000,2347000000.0,3568332774642.5,2105825883658.77,1484433798443.0
2019-09-25,1467257199949.0,0.0,118145665000,14539913600.0,24329526065.31,1944665397600,6002000000,2347000000.0,3552957176149.2,2107682502265.31,1467257199949.0
2019-10-02,1467260200048.0,0.0,119392247200,14539913600.0,24372424065.6,1952823815400,6002000000,2347000000.0,3562365176248.2,2117130400265.6,1467260200048.0
2019-10-09,1467273200038.0,0.0,120993247200,14940913600.0,24524314741.73,1955024815400,6002000000,2347000000.0,3566581176237.9,2121485290941.73,1467273200038.0
2019-10-16,1463137480461.0,0.0,120993247200,14940913600.0,24522605207.11,1956625815400,6002000000,2347000000.0,3564046456661.4,2123084581407.11,1463137480461.0
2019-10-23,1457914258378.0,0.0,120993247200,14940913600.0,24521196709.74,1960227815400,28505000000,2347000000.0,3584928234577.6,2149188172909.74,1457914258378.0
2019-10-30,1445761926895.0,0.0,120993247200,14940913600.0,24519362438.45,1964029815400,51008000000,2347000000.0,3599080903094.8,2175491338638.45,1445761926895.0
2019-11-06,1445775926883.0,0.0,122770604100,16656716400.0,24542350120.9,1964338655700,66010000000,2347000000.0,3617898903083.2,2194318326320.9,1445775926883.0
2019-11-13,1450088869667.0,0.0,124371604100,16656716400.0,24949569516.65,1966539655700,69011000000,2347000000.0,3629014845866.8,2201528545716.65,1450088869667.0
2019-11-20,1437196544412.0,0.0,124371604100,17057716400.0,24976967698.81,1969941655700,84013000000,2347000000.0,3634927520611.9,2220360943898.81,1437196544412.0
2019-11-28,1423723827042.0,0.0,124371604100,17057716400.0,25008150473.26,1975544655700,106516000000,2347000000.0,3649560803241.6,2248498126673.26,1423723827042.0
2019-12-04,1423724827149.0,0.0,124371604100,17057716400.0,25059980687.05,1979346655700,114017000000,2347000000.0,3660864803348.5,2259852956887.05,1423724827149.0
2019-12-11,1423724827146.0,0.0,125972604100,17408716400.0,25247131158.79,1981547655700,132020000000,2347000000.0,3683020803346.3,2282196107358.79,1423724827146.0
2019-12-18,1422435726593.0,0.0,125972604100,17408716400.0,25325256764.9,1984949655700,147022000000,2347000000.0,3700135702792.6,2300678232964.9,1422435726593.0
2019-12-24,1419980165310.0,0.0,125972604100,17408716400.0,25403256393.47,1990552655700,169525000000,2347000000.0,3725786141509.6,2328862232593.47,1419980165310.0
2019-12-31,1408676620581.0,0.0,127384337600,17408716400.0,25474316399.8,1989140922200,169525000000,2347000000.0,3714482596780.6,2328933292599.8,1408676620581.0
2020-01-08,1408676620581.0,0.0,127384337600,17408716400.0,25453094808.85,1992940922200,184527000000,2347000000.0,3733284596780.5,2347714071008.85,1408676620581.0
2020-01-15,1404317501217.0,0.0,128005432700,17809716400.0,25485284430.65,1996305783600,195029000000,2347000000.0,3743814433917.4,2362635217130.65,1404317501217.0
2020-01-22,1398642265493.0,0.0,128005432700,17809716400.0,25466566764.1,1999707783600,210031000000,2347000000.0,3756543198193.1,2381020499464.1,1398642265493.0
2020-01-29,1387288002308.0,0.0,128005432700,17809716400.0,25448006574.57,2005310783600,232534000000,2347000000.0,3773294935008.2,2409107939274.57,1387288002308.0
2020-02-05,1387289002302.0,0.0,129451063200,15015998300.0,25418062470.09,2010458871200,247536000000,2347000000.0,3792097935002.0,2427879995170.09,1387289002302.0
2020-02-12,1391525788316.0,0.0,131052063200,15416998300.0,25453877283.12,2012659871200,258038000000,2347000000.0,3811039721016.4,2442620809983.12,1391525788316.0
2020-02-19,1385784076406.0,0.0,131052063200,15416998300.0,25419436260.76,2014260871200,265539000000,2347000000.0,3814400009106.0,2451688368960.76,1385784076406.0
2020-02-26,1371842553106.0,0.0,131052063200,15416998300.0,25385168520.12,2021664871200,280541000000,2347000000.0,3822864485806.4,2474060101220.12,1371842553106.0
2020-03-04,1371845552821.0,0.0,131052063200,15416998300.0,25448572684.12,2027663871200,303042000000,2347000000.0,3851367485520.9,2502623505384.12,1371845552821.0
2020-03-11,1371845553001.0,0.0,132653063200,15817998300.0,25853120945.27,2027663871200,321043000000,2347000000.0,3871370485701.2,2523031053645.27,1371845553001.0
2020-03-18,1366675576210.0,0.0,138653063200,15817998300.0,26579035504.05,2138677871200,321043000000,2347000000.0,3983214508910.0,2640770968204.05,1366675576210.0
2020-03-25,1384563450265.0,0.0,166932063200,15817998300.0,29270818470.62,2440306871200,326044000000,2347000000.0,4336011382965.0,2978371751170.62,1384563450265.0
2020-04-01,1456262773363.0,1458457994.0,191725411700,15817998300.0,31203560350.49,2776041522700,326044000000,2347000000.0,4769697164056.9,3340832493050.49,1457721231357.0
2020-04-08,1456242297313.0,3459031708.0,210625411700,15817998300.0,32856640997.76,3049041522700,326044000000,2347000000.0,5063577261721.1,3634385573697.76,1459701329021.0
2020-04-15,1562460573801.0,5710272999.0,222691566900,15817998300.0,33977993182.02,3190326149500,326044000000,2347000000.0,5325397561500.1,3788857707882.02,1568170846800.0
2020-04-22,1615615078201.0,6872270545.0,233691566900,15817998300.0,34972358251.91,3298826149500,326044000000,2347000000.0,5499214063445.9,3909352072951.91,1622487348746.0
2020-04-29,1597206155849.0,7514118713.0,242289566900,15817998300.0,36038450453.97,3351229149500,326044000000,2347000000.0,5542447989262.3,3971419165153.97,1604720274562.0
2020-05-06,1597206155982.0,8174021698.0,248265919000,15545746100.0,36365239288.32,3393970049600,326044000000,2347000000.0,5591552892380.1,4020190953988.32,1605380177680.0
2020-05-13,1775150564858.0,8610232436.0,252015919000,15545746100.0,36592359311.69,3427070049600,326044000000,2347000000.0,5806783511994.0,4057268074011.69,1783760797294.0
2020-05-20,1853984547245.0,8856011963.0,255265919000,15545746100.0,36797187060.12,3455678049600,326044000000,2347000000.0,5917721273908.2,4089330901760.12,1862840559208.0
2020-05-27,1826211559212.0,8898441257.0,257450919000,15545746100.0,36843449209.2,3473628049600,326044000000,2347000000.0,5910125715169.2,4109512163909.2,1835110000469.0
2020-06-03,1826488559126.0,9105679428.0,259150919000,15545746100.0,36736946735.4,3496878049600,326044000000,2347000000.0,5935559953253.6,4134355661435.4,1835594238554.0
2020-06-10,1826489558450.0,9105615694.0,261150919000,15545746100.0,36440304725.48,3511228049600,326044000000,2347000000.0,5951910888843.9,4150409019425.48,1835595174144.0
2020-06-17,1909627876463.0,9113330546.0,264551919000,15545746100.0,36355567928.65,3526843049600,326044000000,2347000000.0,6054072921709.4,4169340282628.65,1918741207009.0
2020-06-24,1934299384964.0,9142110546.0,264551919000,15545746100.0,35884411322.03,3555378049600,326044000000,2347000000.0,6107308210209.9,4197404126022.03,1943441495510.0
2020-07-01,1902206880052.0,9173808140.0,270205503500,15545746100.0,35831311688.14,3565593465100,326044000000,2347000000.0,6091116402891.6,4213220026388.14,1911380688192.0
2020-07-08,1902226879258.0,9173808140.0,270205503500,15545746100.0,35832563537.31,3583727465100,326044000000,2347000000.0,6109270402097.6,4231355278237.31,1911400687398.0
2020-07-15,1939214457344.0,9173808140.0,266913770200,15545746100.0,35182435905.37,3609543347000,326044000000,2347000000.0,6168782128783.2,4253229299205.37,1948388265484.0
2020-07-22,1961420522579.0,9179124294.0,268112770200,15545746100.0,35296473847.12,3620879347000,326044000000,2347000000.0,6203528510172.8,4265878337147.12,1970599646873.0
2020-07-29,1924203060863.0,9177314174.0,270513770200,15545746100.0,35513382472.61,3645946347000,326044000000,2347000000.0,6193777238337.3,4293563245772.61,1933380375037.0
2020-08-05,1924219061265.0,9246612183.0,273305708800,16096475300.0,35866292922.03,3654338679200,326044000000,2347000000.0,6205597536747.3,4305651156222.03,1933465673448.0
2020-08-12,1924219061366.0,9328717183.0,275706708800,16096475300.0,36573029450.2,3665672679200,326044000000,2347000000.0,6219414641848.6,4320092892750.2,1933547778549.0
2020-08-19,1968594178586.0,9302769751.0,275706708800,16096475300.0,36958000940.0,3690738679200,326044000000,2347000000.0,6288829811637.2,4345543864240.0,1977896948337.0
2020-08-26,1939919413543.0,9309060697.0,276905708800,16096475300.0,37439847878.42,3702072679200,326044000000,2347000000.0,6272694337540.2,4358558711178.42,1949228474240.0
2020-09-02,1939922412074.0,9313092067.0,279914826000,16096475300.0,38049132398.62,3726532562000,326044000000,2347000000.0,6300170367440.3,4386636995698.62,1949235504141.0
2020-09-09,1940285412060.0,9313092067.0,281115826000,16096475300.0,38499211692.8,3731865562000,326044000000,2347000000.0,6307067367426.9,4393621074992.8,1949598504127.0
2020-09-16,1995638667868.0,9396550346.0,285917826000,16096475300.0,39347867261.72,3739598562000,326044000000,2347000000.0,6375039081514.2,4407004730561.72,2005035218214.0
2020-09-23,2015471411165.0,9396550346.0,285917826000,16096475300.0,39730582046.57,3763734562000,326044000000,2347000000.0,6419007824811.4,4431523445346.57,2024867961511.0
2020-09-30,1973275638598.0,9499580902.0,288759683100,16096475300.0,40220153516.55,3774356704900,326044000000,2347000000.0,6390379082800.2,4445477016816.55,1982775219500.0
2020-10-07,1973275638598.0,9513580902.0,288759683100,16096475300.0,40454414399.99,3798493704900,326044000000,2347000000.0,6414530082799.9,4469848277699.99,1982789219500.0
2020-10-14,2037299239469.0,9539687711.0,291158683100,16096475300.0,40918946921.11,3810759704900,326044000000,2347000000.0,6493244790480.1,4484977810221.11,2046838927180.0
2020-10-21,2037696336303.0,9538857320.0,294760683100,16096475300.0,41580883040.57,3831295704900,326044000000,2347000000.0,6517779056922.9,4509777746340.57,2047235193623.0
2020-10-28,1990576265903.0,9729068426.0,295961683100,16096475300.0,41917571127.9,3847166704900,326044000000,2347000000.0,6487921197628.1,4527186434427.9,2000305334329.0
2020-11-04,1990593266399.7,9731073425.6,297162683100,17269242700.0,42148130410.13,3855462937500,326044000000,2347000000.0,6498610203125.3,4538086993710.13,2000324339825.3
2020-11-10,1990593266500.0,9774248061.57,297162683100,17269242700.0,42258392957.81,3869996937500,326044000000,2347000000.0,6513187377861.57,4552731256257.81,2000367514561.57
2020-11-18,2041399115456.2,9776536341.54,299561683100,17269242700.0,42613270525.83,3898934937500,326044000000,2347000000.0,6595332515097.74,4584423133825.83,2051175651797.74
2020-11-25,1993806249435.4,9785356546.05,303161683100,17269242700.0,43058946170.54,3917045937500,326044000000,2347000000.0,6569459469281.45,4606579809470.54,2003591605981.45
2020-12-02,1993835250360.8,9785356546.05,304826439600,17269242700.0,43157624021.85,3923113181000,326044000000,2347000000.0,6577220470206.85,4614410487321.85,2003620606906.85
2020-12-09,1993835250440.9,9820676546.05,308426439600,17269242700.0,43415283077.7,3935383181000,326044000000,2347000000.0,6593125790286.95,4630538146377.7,2003655926986.95
2020-12-16,2069326412710.3,9766474223.44,308426439600,17269242700.0,43448065488.43,3967653181000,326044000000,2347000000.0,6700832750233.74,4662840928788.43,2079092886933.74
2020-12-23,2076731772411.1,9842363101.51,312024439600,17269242700.0,43620554641.79,3983923181000,326044000000,2347000000.0,6728181998812.61,4682881417941.79,2086574135512.61
2020-12-30,2029628198041.1,9840156221.99,312024439600,17269242700.0,43654186919.63,3989924181000,326044000000,2347000000.0,6687077217563.09,4688916050219.63,2039468354263.09
2021-01-06,2029629198241.8,9840055222.04,314306602300,17269242700.0,43624654825.45,3998176018300,326044000000,2347000000.0,6697612116763.84,4699420518125.45,2039469253463.84
2021-01-13,2029629198142.3,9912700857.06,317908602300,17269242700.0,43799600837.08,4018712018300,326044000000,2347000000.0,6721822762299.36,4723733464137.08,2039541898999.36
2021-01-20,2090005609571.7,9843460886.09,313218401000,17269242700.0,42859180526.75,4044161357800,326044000000,2347000000.0,6802889071957.79,4743552182026.75,2099849070457.79
2021-01-27,2059890462941.1,9878399420.47,315619401000,17269242700.0,42876401730.58,4064298357800,326044000000,2347000000.0,6795346863861.57,4766107403230.58,2069768862361.57
2021-02-03,2059899463004.6,9889406588.88,318021401000,21038668500.0,42971850206.46,4063997932000,326044000000,2347000000.0,6801237871093.48,4772073851706.46,2069788869593.48
2021-02-10,2059900462908.5,9889406588.88,320422401000,21038668500.0,43263081107.04,4088132932000,326044000000,2347000000.0,6827774870997.38,4798901082607.04,2069789869497.38
2021-02-17,2160665581150.1,9896369917.75,320422401000,21038668500.0,43348465841.7,4113203932000,326044000000,2347000000.0,6953617952567.85,4824057467341.7,2170561951067.85
2021-02-24,2170781817205.1,9896369917.75,324023401000,21038668500.0,43727759213.36,4129739932000,326044000000,2347000000.0,6983871188622.85,4844573760713.36,2180678187122.85
2021-03-03,2123505704388.1,9894189436.31,326422401000,21038668500.0,44163204647.55,4149610932000,326044000000,2347000000.0,6958862895324.41,4867279206147.55,2133399893824.4102
2021-03-10,2123541703770.4,9894189436.31,327623401000,21038668500.0,44552988232.5,4169747932000,326044000000,2347000000.0,6980236894706.71,4889006989732.5,2133435893206.71
2021-03-17,2211508823003.3,9919686888.34,327623401000,21038668500.0,44910209882.02,4192016932000,326044000000,2347000000.0,7090498511391.64,4911633211382.02,2221428509891.6396
2021-03-24,2224887026429.8,9919686888.67,331223401000,21038668500.0,45644199165.55,4197351932000,326044000000,2347000000.0,7112811714818.47,4921302200665.55,2234806713318.4697
2021-03-31,2174740173910.9,9943086380.99,334756825500,21038668500.0,46083492314.3,4214354507500,326044000000,2347000000.0,7083224261791.89,4942277493814.3,2184683260291.89
2021-04-07,2174741173910.2,9943086380.99,334756825500,21038668500.0,46570123209.48,4230623507500,326044000000,2347000000.0,7099494261791.19,4959033124709.48,2184684260291.19
2021-04-14,2239076353931.1,9943086380.99,337157825500,21038668500.0,47297620015.65,4241960507500,326044000000,2347000000.0,7177567441812.09,4973498621515.65,2249019440312.0903
2021-04-21,2237110598513.3,9878465166.87,330215389700,21038668500.0,46973013630.78,4276035087600,326044000000,2347000000.0,7202669209480.17,5000306159430.78,2246989063680.17
2021-04-28,2181428790405.6,9876133709.98,332616389700,21038668500.0,47690704231.57,4287372087600,326044000000,2347000000.0,7160723069915.58,5014761850031.57,2191304924115.58
2021-05-05,2181448790319.2,9876133709.98,336053894600,23871691100.0,48277245732.16,4306171560100,326044000000,2347000000.0,7185813069829.18,5040418391532.16,2191324924029.18
2021-05-12,2181448790319.2,9876133709.98,339655894600,23871691100.0,49049529662.92,4315773560100,326044000000,2347000000.0,7199017069829.18,5054394675462.92,2191324924029.18
2021-05-19,2267735648366.1,9825698730.66,340854894600,23871691100.0,49739657786.08,4331310560100,326044000000,2347000000.0,7301989492896.76,5071820803586.08,2277561347096.7603
2021-05-26,2234442006553.2,9823153415.28,342855894600,23871691100.0,50470682777.97,4343914560100,326044000000,2347000000.0,7283298305768.48,5087156828577.97,2244265159968.48
2021-06-02,2234447008474.6,9823153415.28,342855894600,23871691100.0,51133313214.95,4375118560100,326044000000,2347000000.0,7314507307689.88,5119023459014.95,2244270161889.88
2021-06-09,2234447008614.1,9823153415.28,346057894600,23846691100.0,52220655596.66,4381721560100,326044000000,2347000000.0,7324287307829.38,5129890801396.66,2244270162029.38
2021-06-16,2318351802275.2,9772272730.64,347258894600,23846691100.0,53096189206.57,4403525560100,326044000000,2347000000.0,7431146220805.84,5153771335006.57,2328124075005.8403
2021-06-23,2344382599824.1,9772272730.64,349257894600,23846691100.0,54169508942.19,4410126560100,326044000000,2347000000.0,7465777018354.74,5163444654742.19,2354154872554.74
2021-06-30,2309867527179.1,9769885674.32,352885562000,23846691100.0,55106619303.59,4425501892700,326044000000,2347000000.0,7450262558653.42,5183384765103.59,2319637412853.42
2021-07-07,2309867527179.1,9769885674.32,352885562000,23846691100.0,55845362172.96,4443102892700,326044000000,2347000000.0,7467863558653.42,5201724507972.96,2319637412853.42
2021-07-14,2392591797850.5,9769885674.32,354886562000,23846691100.0,56887469310.86,4460904892700,326044000000,2347000000.0,7570390829324.82,5222569615110.86,2402361683524.82
2021-07-21,2412441113316.5,9735529706.16,346943694800,23846691100.0,55972154767.22,4490180218300,326044000000,2347000000.0,7611538247222.66,5242986758967.22,2422176643022.66
2021-07-28,2375066782023.4,9712643488.87,348942694800,23846691100.0,56922431935.0,4507984218300,326044000000,2347000000.0,7593944029712.27,5263740036135.0,2384779425512.27
2021-08-04,2375072782258.5,9712643488.87,350141694800,24879545900.0,57814921105.61,4518754363500,326044000000,2347000000.0,7606952029947.37,5277634525305.61,2384785425747.37
2021-08-11,2375072782258.5,9712643488.87,350141694800,24879545900.0,58670022662.18,4543759363500,326044000000,2347000000.0,7631957029947.37,5303494626862.18,2384785425747.37
2021-08-18,2455979762780.3,9658426487.1,353343694800,24879545900.0,59820957856.52,4559562363500,326044000000,2347000000.0,7731814793467.4,5323650562056.52,2465638189267.4
2021-08-25,2428441526624.0,9625250583.1,355344694800,24879545900.0,60939050337.85,4579164363500,326044000000,2347000000.0,7725846381407.1,5346371654537.85,2438066777207.1
2021-09-01,2428442526621.0,9625250583.1,357550828500,24879545900.0,61832443291.83,4595363229800,326044000000,2347000000.0,7744252381404.1,5365670047491.83,2438067777204.1
2021-09-08,2428442526621.0,9625250583.1,357550828500,24879545900.0,62302884661.77,4601964229800,326044000000,2347000000.0,7750853381404.1,5372741488861.77,2438067777204.1
2021-09-15,2504530550737.6,9625250583.1,359551828500,24879545900.0,63029584904.88,4618367229800,326044000000,2347000000.0,7845345405520.7,5391872189104.88,2514155801320.7
2021-09-22,2526984063851.9,9572804160.0,362753828500,24879545900.0,63728638095.89,4635968229800,326044000000,2347000000.0,7888549472211.9,5413374242295.89,2536556868011.9
2021-09-29,2485136565659.2,9547334441.6,362753828500,24879545900.0,64206010418.58,4653172229800,326044000000,2347000000.0,7863880504300.8,5431055614618.58,2494683900100.8003
2021-10-06,2485201565927.3,9547334441.6,366440901000,24879545900.0,64824477868.37,4667088157300,326044000000,2347000000.0,7881548504568.9,5449277082068.37,2494748900368.9
2021-10-13,2485211565629.4,9547334441.6,367641901000,24879545900.0,65067492403.41,4682291157300,326044000000,2347000000.0,7897962504271.0,5465924096603.41,2494758900071.0
2021-10-20,2537425198326.3,9506770373.9,369642901000,24879545900.0,65608626555.84,4713092157300,326044000000,2347000000.0,7982937572900.2,5499267230755.84,2546931968700.1997
2021-10-27,2518385276066.4,9391658120.8,370841901000,24879545900.0,65869768380.7,4725694157300,326044000000,2347000000.0,7977583538387.2,5513329372580.7,2527776934187.1997
2021-11-03,2518432273010.1,9391658120.8,372842901000,24346178700.0,66556520326.33,4743429524500,326044000000,2347000000.0,7996833535330.9,5533219124526.33,2527823931130.9
2021-11-10,2583974779051.0,9391658120.8,374041901000,24346178700.0,66945317269.14,4761229524500,326044000000,2347000000.0,8081375041371.8,5552606921469.14,2593366437171.8
2021-11-17,2594064771144.5,9365812372.0,374041901000,24321178700.0,67184457257.4,4781933524500,326044000000,2347000000.0,8112118187716.5,5573525061457.4,2603430583516.5
2021-11-24,2600360064612.8,9365812373.5,375792901000,24321178700.0,67831567119.43,4784910524500,326044000000,2347000000.0,8123141481186.3,5578900171319.43,2609725876986.3
2021-12-01,2561596953614.0,9287350529.4,377997830700,24321178700.0,68273786490.43,4795482594800,326044000000,2347000000.0,8097076908343.4,5592119390690.43,2570884304143.4
2021-12-08,2561631108734.4,9287350529.4,380799830700,24321178700.0,69295789648.47,4803708594800,326044000000,2347000000.0,8108139063463.8,5604169393848.47,2570918459263.8
2021-12-15,2618842675558.3,9287350529.4,380799830700,24321178700.0,70138232186.33,4836985594800,326044000000,2347000000.0,8198627630287.7,5638288836386.33,2628130026087.6997
2021-12-22,2640421345674.2,9240073350.7,383199830700,24321178700.0,71371219836.45,4844886594800,326044000000,2347000000.0,8230460023224.9,5649822824036.45,2649661419024.9004
2021-12-29,2606254819888.9,9237435922.1,383199830700,24321178700.0,72219015072.58,4846487594800,326044000000,2347000000.0,8197891860011.0,5652271619272.58,2615492255811.0
2022-01-05,2606322436323.3,9237435922.1,387010449300,27581816900.0,73422636682.35,4847218338000,326044000000,2347000000.0,8205761476445.4,5661277240882.35,2615559872245.4
2022-01-12,2606329437403.3,9237435922.1,387911449300,27581816900.0,73975673834.54,4869224338000,326044000000,2347000000.0,8228675477525.4,5684737278034.54,2615566873325.4
2022-01-19,2677063905934.3,9198442127.5,379498009000,27581816900.0,72588556787.92,4887628699000,326044000000,2347000000.0,8309361872961.8,5693341081687.92,2686262348061.8
2022-01-26,2651722412785.2,9097648265.0,381497009000,27581816900.0,73462817873.16,4907631699000,326044000000,2347000000.0,8305921585950.2,5716217342773.16,2660820061050.2
2022-02-02,2651746915428.1,9097648265.0,385089412300,29152660900.0,73953826146.63,4913869451700,326044000000,2347000000.0,8317347088593.1,5728109351046.63,2660844563693.1
2022-02-09,2651752914730.9,9097648265.0,385089412300,29152660900.0,74306196071.32,4917271451700,326044000000,2347000000.0,8320755087895.9,5731863720971.32,2660850562995.9
2022-02-16,2695536723789.6,9076679626.1,385089412300,29152660900.0,74659077477.72,4923673451700,326044000000,2347000000.0,8370919928315.7,5738618602377.72,2704613403415.7
2022-02-23,2708790807421.0,9076679626.1,386090412300,29152660900.0,75215995416.67,4925274451700,326044000000,2347000000.0,8386776011947.1,5741777520316.67,2717867487047.1
2022-03-02,2682305936031.6,9051701117.3,388233252900,29152660900.0,75742399678.66,4929933611100,326044000000,2347000000.0,8367068162048.9,5749105924578.66,2691357637148.9
2022-03-09,2682308935932.2,9051701117.3,388233252900,29152660900.0,76623780531.61,4933331611100,326044000000,2347000000.0,8370469161949.5,5753385305431.61,2691360637049.5
2022-03-16,2720898855733.4,9032154073.8,388233252900,29152660900.0,77504801097.53,4937332611100,326044000000,2347000000.0,8413040534707.2,5758267325997.53,2729931009807.1997
2022-03-23,2729727440837.9,9032154073.8,388233252900,29152660900.0,78386238826.46,4937332611100,326044000000,2347000000.0,8421869119811.7,5759148763726.46,2738759594911.6997
2022-03-30,2706233220545.5,9016938675.8,388233252900,29152660900.0,79267440764.03,4937332611100,326044000000,2347000000.0,8398359684121.3,5760029965664.03,2715250159221.3
2022-04-06,2706338216391.7,9016938675.8,390839538600,29152660900.0,80289247046.29,4934726325400,326044000000,2347000000.0,8398464679967.5,5761051771946.29,2715355155067.5
2022-04-13,2731168362205.1,9016938675.8,390839538600,29152660900.0,81291555905.75,4934726325400,326044000000,2347000000.0,8423294825780.9,5762054080805.75,2740185300880.9
2022-04-20,2721694229359.1,8993127736.5,380861729600,29152660900.0,80666595842.92,4946310461800,326044000000,2347000000.0,8415403209395.6,5763035448142.92,2730687357095.6
2022-04-27,2706069208532.4,8943066325.0,380861729600,29152660900.0,81644186714.22,4946310461800,326044000000,2347000000.0,8399728127157.4,5764013039014.22,2715012274857.4
2022-05-04,2706077239040.8,8943066325.0,380861729600,30569681800.0,82860540568.51,4944893440900,326044000000,2347000000.0,8399736157665.8,5765229392868.51,2715020305365.8
2022-05-11,2706078238839.5,8943066325.0,380861729600,30569681800.0,84256251325.09,4944893440900,326044000000,2347000000.0,8399737157464.5,5766625103625.09,2715021305164.5
2022-05-18,2724920281740.8,8902565337.7,380861729600,30569681800.0,85651909977.44,4944893440900,326044000000,2347000000.0,8418538699378.5,5768020762277.44,2733822847078.5
2022-05-25,2698576406429.4,8869818635.4,380861729600,30569681800.0,87047882137.63,4944893440900,326044000000,2347000000.0,8392162077364.8,5769416734437.63,2707446225064.8
2022-06-01,2698576406529.4,8869818635.4,382966445100,30569681800.0,88409863610.65,4942788725400,326044000000,2347000000.0,8392162077464.8,5770778715910.65,2707446225164.8
2022-06-08,2698576406330.3,8869818635.4,382966445100,30569681800.0,89023815097.69,4942788725400,326044000000,2347000000.0,8392162077265.7,5771392667397.69,2707446224965.6997
2022-06-15,2718696704653.2,8869818635.4,382966445100,30569681800.0,89637550812.38,4933512455600,326044000000,2347000000.0,8403006105788.6,5762730133312.38,2727566523288.6
2022-06-22,2719970130053.1,8845207157.4,382966445100,30569681800.0,90251422066.79,4933512455600,326044000000,2347000000.0,8404254919710.5,5763344004566.79,2728815337210.5
2022-06-29,2700563694147.8,8764315163.5,382966445100,30569681800.0,90865232690.97,4933487455600,326044000000,2347000000.0,8384742591811.3,5763932815190.97,2709328009311.3
2022-07-06,2700571594147.4,8764315163.5,384342153200,30569681800.0,92000422705.64,4911388017200,326044000000,2347000000.0,8364026761510.9,5744344274905.64,2709335909310.9
2022-07-13,2700572594147.4,8764315163.5,384342153200,30569681800.0,93183774444.3,4911388017200,326044000000,2347000000.0,8364027761510.9,5745527626644.3,2709336909310.9
2022-07-20,2717516852971.2,8744609565.7,374719153200,30569681800.0,91805521507.37,4909888955200,326044000000,2347000000.0,8369830252736.9,5733027311707.37,2726261462536.9004
2022-07-27,2708655013001.6,8724209897.4,374719153200,30569681800.0,92958552685.1,4909888955200,326044000000,2347000000.0,8360948013099.0,5734180342885.1,2717379222899.0
2022-08-03,2708827999919.6,8724209897.4,374719153200,29924645100.0,94240037667.81,4894191329400,326044000000,2347000000.0,8344778337517.0,5719119165367.81,2717552209817.0
2022-08-10,2708843998520.4,8724209897.4,374719153200,29924645100.0,95692410338.37,4894191329400,326044000000,2347000000.0,8344794336117.8,5720571538038.37,2717568208417.8
2022-08-17,2718754180632.5,8719137606.2,374719153200,29924645100.0,97145056661.98,4871342234900,326044000000,2347000000.0,8331850351438.7,5699175089861.98,2727473318238.7
2022-08-24,2717186844490.7,8719137606.2,374719153200,29924645100.0,98597947147.03,4871342234900,326044000000,2347000000.0,8330283015296.9,5700627980347.03,2725905982096.9004
2022-08-31,2700609596470.4,8678673360.9,375760681600,29924645100.0,100117692382.11,4863149800900,326044000000,2347000000.0,8306514397431.3,5694996819982.11,2709288269831.3
2022-09-07,2700612596227.6,8678673360.9,375760681600,29924645100.0,100104733827.68,4863149800900,321820405100,2347000000.0,8302293802288.5,5690760266527.68,2709291269588.5
2022-09-14,2709847164821.4,8678673360.9,375760681600,29924645100.0,100091332450.47,4863149800900,318105035800,2347000000.0,8307813001582.3,5687031495850.47,2718525838182.3
2022-09-21,2706225455534.4,8661193072.9,375760681600,29924645100.0,100078274498.05,4853363800900,314791855000,2347000000.0,8291074631207.3,5673919257098.05,2714886648607.3
2022-09-28,2689556643500.1,8601439876.9,375760681600,29924645100.0,100064898122.55,4853363800900,312733959000,2347000000.0,8272288169977.0,5671847984722.55,2698158083377.0
2022-10-05,2689556643799.3,8601439876.9,375760681600,29924645100.0,100034232940.32,4819507373000,308699048500,2347000000.0,8234396831876.2,5633925981140.32,2698158083676.1997
