,FCI-G,NFCI,ANFCI,STLFSI4,KCFSI
2022-10-07,0.643572989872229,-0.09775,-0.06214,0.1574,0.509970087251589
2022-10-14,0.643572989872229,-0.09982,-0.05902,0.2828,0.509970087251589
2022-10-21,0.643572989872229,-0.11054,-0.07937,-0.1527,0.509970087251589
2022-10-28,0.643572989872229,-0.12594,-0.11255,-0.2991,0.509970087251589
2022-10-31,0.743408814339744,-0.12594,-0.11255,-0.2991,0.509970087251589
2022-11-01,0.743408814339744,-0.12594,-0.11255,-0.2991,-0.0166743126856905
2022-11-04,0.743408814339744,-0.14399,-0.14829,-0.3917,-0.0166743126856905
2022-11-11,0.743408814339744,-0.16121,-0.17421,-0.3273,-0.0166743126856905
2022-11-18,0.743408814339744,-0.17408,-0.18662,-0.2321,-0.0166743126856905
2022-11-25,0.743408814339744,-0.18191,-0.18793,-0.2335,-0.0166743126856905
2022-11-30,0.875571803055504,-0.18191,-0.18793,-0.2335,-0.0166743126856905
2022-12-01,0.875571803055504,-0.18191,-0.18793,-0.2335,-0.0672438167130191
2022-12-02,0.875571803055504,-0.18652,-0.18665,-0.1231,-0.0672438167130191
2022-12-09,0.875571803055504,-0.18944,-0.18968,0.1154,-0.0672438167130191
2022-12-16,0.875571803055504,-0.19576,-0.20096,0.0017,-0.0672438167130191
2022-12-23,0.875571803055504,-0.20569,-0.21703,0.0216,-0.0672438167130191
2022-12-30,0.999286718136177,-0.22295,-0.23707,-0.0431,-0.0672438167130191
2023-01-01,0.999286718136177,-0.22295,-0.23707,-0.0431,-0.0858515905339128
2023-01-06,0.999286718136177,-0.24563,-0.25523,-0.1708,-0.0858515905339128
2023-01-13,0.999286718136177,-0.27015,-0.27119,-0.4279,-0.0858515905339128
2023-01-20,0.999286718136177,-0.29109,-0.28329,-0.3944,-0.0858515905339128
2023-01-27,0.999286718136177,-0.30789,-0.29537,-0.5139,-0.0858515905339128
2023-01-31,0.689439241847883,-0.30789,-0.29537,-0.5139,-0.0858515905339128
2023-02-01,0.689439241847883,-0.30789,-0.29537,-0.5139,-0.331841842499753
2023-02-03,0.689439241847883,-0.31527,-0.3037,-0.5545,-0.331841842499753
2023-02-10,0.689439241847883,-0.31145,-0.30395,-0.6126,-0.331841842499753
2023-02-17,0.689439241847883,-0.29696,-0.28969,-0.4716,-0.331841842499753
2023-02-24,0.689439241847883,-0.27155,-0.25554,-0.234,-0.331841842499753
2023-02-28,0.662368606219299,-0.27155,-0.25554,-0.234,-0.331841842499753
2023-03-01,0.662368606219299,-0.27155,-0.25554,-0.234,0.674216370349499
2023-03-03,0.662368606219299,-0.2406,-0.20793,-0.4505,0.674216370349499
2023-03-10,0.662368606219299,-0.20806,-0.1566,-0.0928,0.674216370349499
2023-03-17,0.662368606219299,-0.17645,-0.1125,1.0921,0.674216370349499
2023-03-24,0.662368606219299,-0.15782,-0.09462,0.2615,0.674216370349499
2023-03-31,0.552060199764611,-0.1542,-0.1058,-0.2762,0.674216370349499
2023-04-01,0.552060199764611,-0.1542,-0.1058,-0.2762,0.186923757722336
2023-04-07,0.552060199764611,-0.15762,-0.13316,-0.1012,0.186923757722336
2023-04-14,0.552060199764611,-0.16901,-0.16864,-0.487,0.186923757722336
2023-04-21,0.552060199764611,-0.18253,-0.19853,-0.6601,0.186923757722336
2023-04-28,0.559184734331036,-0.19315,-0.21533,-0.2957,0.186923757722336
2023-05-01,0.559184734331036,-0.19315,-0.21533,-0.2957,0.289743612330823
2023-05-05,0.559184734331036,-0.20133,-0.22208,-0.3338,0.289743612330823
2023-05-12,0.559184734331036,-0.20782,-0.22412,-0.5134,0.289743612330823
2023-05-19,0.559184734331036,-0.21181,-0.22525,-0.447,0.289743612330823
2023-05-26,0.559184734331036,-0.21381,-0.22715,-0.3242,0.289743612330823
2023-05-31,0.636213602028817,-0.21381,-0.22715,-0.3242,0.289743612330823
2023-06-01,0.636213602028817,-0.21381,-0.22715,-0.3242,0.14079044318239
2023-06-02,0.636213602028817,-0.21568,-0.22913,-0.473,0.14079044318239
2023-06-09,0.636213602028817,-0.21683,-0.22536,-0.6989,0.14079044318239
2023-06-16,0.636213602028817,-0.21897,-0.21975,-0.6136,0.14079044318239
2023-06-23,0.636213602028817,-0.22312,-0.2155,-0.5898,0.14079044318239
2023-06-30,0.487096974192136,-0.22925,-0.21527,-0.6979,0.14079044318239
2023-07-01,0.487096974192136,-0.22925,-0.21527,-0.6979,0.164981429006455
2023-07-07,0.487096974192136,-0.23796,-0.22283,-0.7507,0.164981429006455
2023-07-14,0.487096974192136,-0.25079,-0.23841,-0.6958,0.164981429006455
2023-07-21,0.487096974192136,-0.26561,-0.25584,-0.7396,0.164981429006455
2023-07-28,0.487096974192136,-0.28137,-0.26977,-0.7604,0.164981429006455
2023-07-31,0.419593312949797,-0.28137,-0.26977,-0.7604,0.164981429006455
2023-08-01,0.419593312949797,-0.28137,-0.26977,-0.7604,-0.277820235353998
2023-08-04,0.419593312949797,-0.2986,-0.27809,-0.718,-0.277820235353998
2023-08-11,0.419593312949797,-0.31432,-0.28024,-0.6606,-0.277820235353998
2023-08-18,0.419593312949797,-0.32668,-0.27766,-0.6216,-0.277820235353998
2023-08-25,0.419593312949797,-0.33539,-0.27425,-0.6813,-0.277820235353998
2023-08-31,0.577709788325049,-0.33539,-0.27425,-0.6813,-0.277820235353998
2023-09-01,0.577709788325049,-0.34097,-0.27262,-0.6949,-0.347668368912989
2023-09-08,0.577709788325049,-0.34074,-0.27001,-0.7158,-0.347668368912989
2023-09-15,0.577709788325049,-0.33598,-0.26757,-0.7141,-0.347668368912989
2023-09-22,0.577709788325049,-0.32695,-0.26166,-0.7189,-0.347668368912989
2023-09-29,0.701605786300675,-0.31458,-0.25174,-0.4989,-0.347668368912989
2023-10-01,0.701605786300675,-0.31458,-0.25174,-0.4989,-0.0013895323051302
2023-10-06,0.701605786300675,-0.30327,-0.24451,-0.4276,-0.0013895323051302
2023-10-13,0.701605786300675,-0.29361,-0.24082,-0.5423,-0.0013895323051302
2023-10-20,0.701605786300675,-0.2876,-0.24502,-0.3282,-0.0013895323051302
2023-10-27,0.701605786300675,-0.28668,-0.25871,-0.3494,-0.0013895323051302
2023-10-31,0.877737231056429,-0.28668,-0.25871,-0.3494,-0.0013895323051302
2023-11-01,0.877737231056429,-0.28668,-0.25871,-0.3494,-0.321087139300352
2023-11-03,0.877737231056429,-0.29152,-0.28132,-0.6092,-0.321087139300352
2023-11-10,0.877737231056429,-0.30021,-0.30504,-0.7339,-0.321087139300352
2023-11-17,0.877737231056429,-0.31087,-0.3268,-0.6254,-0.321087139300352
2023-11-24,0.877737231056429,-0.32221,-0.34341,-0.7361,-0.321087139300352
2023-11-30,0.750559283558486,-0.32221,-0.34341,-0.7361,-0.321087139300352
2023-12-01,0.750559283558486,-0.33273,-0.35483,-0.5361,-0.379807883440007
2023-12-08,0.750559283558486,-0.34165,-0.36363,-0.5034,-0.379807883440007
2023-12-15,0.750559283558486,-0.35072,-0.37304,-0.612,-0.379807883440007
2023-12-22,0.750559283558486,-0.35997,-0.38436,-0.4395,-0.379807883440007
2023-12-29,0.533863361036227,-0.36847,-0.39707,-0.4198,-0.379807883440007
2024-01-01,0.533863361036227,-0.36847,-0.39707,-0.4198,-0.379462873377536
2024-01-05,0.533863361036227,-0.37712,-0.41005,-0.5567,-0.379462873377536
2024-01-12,0.533863361036227,-0.38525,-0.4198,-0.7108,-0.379462873377536
2024-01-19,0.533863361036227,-0.39242,-0.42614,-0.8076,-0.379462873377536
2024-01-26,0.533863361036227,-0.3986,-0.42991,-0.8336,-0.379462873377536
2024-01-31,0.325645699437067,-0.3986,-0.42991,-0.8336,-0.379462873377536
2024-02-01,0.325645699437067,-0.3986,-0.42991,-0.8336,-0.493524967151336
2024-02-02,0.325645699437067,-0.40546,-0.43359,-0.7579,-0.493524967151336
2024-02-09,0.325645699437067,-0.41223,-0.43765,-0.5996,-0.493524967151336
2024-02-16,0.325645699437067,-0.42008,-0.44518,-0.6445,-0.493524967151336
2024-02-23,0.325645699437067,-0.42817,-0.45485,-0.6735,-0.493524967151336
2024-02-29,0.164295746626,-0.42817,-0.45485,-0.6735,-0.493524967151336
2024-03-01,0.164295746626,-0.4345,-0.46499,-0.7923,-0.514046495036995
2024-03-08,0.164295746626,-0.43811,-0.47312,-0.7934,-0.514046495036995
2024-03-15,0.164295746626,-0.43953,-0.47734,-0.9239,-0.514046495036995
2024-03-22,0.164295746626,-0.4376,-0.47592,-0.9425,-0.514046495036995
2024-03-29,0.075995867314203,-0.43298,-0.46827,-0.9346,-0.514046495036995
2024-04-01,0.075995867314203,-0.43298,-0.46827,-0.9346,-0.474806929569999
2024-04-05,0.075995867314203,-0.42744,-0.45561,-0.8442,-0.474806929569999
2024-04-12,0.075995867314203,-0.42149,-0.4412,-0.795,-0.474806929569999
2024-04-19,0.075995867314203,-0.41632,-0.42827,-0.4167,-0.474806929569999
2024-04-26,0.075995867314203,-0.41426,-0.42078,-0.8421,-0.474806929569999
2024-04-30,0.237495041943729,-0.41426,-0.42078,-0.8421,-0.474806929569999
2024-05-01,0.237495041943729,-0.41426,-0.42078,-0.8421,-0.690773959836472
2024-05-03,0.237495041943729,-0.41428,-0.41786,-0.8309,-0.690773959836472
2024-05-10,0.237495041943729,-0.41522,-0.41817,-0.9239,-0.690773959836472
2024-05-17,0.237495041943729,-0.41578,-0.4172,-0.911,-0.690773959836472
2024-05-24,0.237495041943729,-0.41533,-0.41205,-0.9605,-0.690773959836472
2024-05-31,0.165001864111951,-0.41194,-0.40094,-0.8504,-0.690773959836472
2024-06-01,0.165001864111951,-0.41194,-0.40094,-0.8504,-0.643545372648322
2024-06-07,0.165001864111951,-0.40633,-0.38617,-0.8445,-0.643545372648322
2024-06-14,0.165001864111951,-0.39922,-0.37283,-0.8704,-0.643545372648322
2024-06-21,0.165001864111951,-0.39162,-0.36347,-0.8316,-0.643545372648322
2024-06-28,0.106669887414361,-0.38512,-0.35871,-0.836,-0.643545372648322
2024-07-01,0.106669887414361,-0.38512,-0.35871,-0.836,-0.324946334965098
2024-07-05,0.106669887414361,-0.38002,-0.35797,-0.8278,-0.324946334965098
2024-07-12,0.106669887414361,-0.37466,-0.35661,-0.8329,-0.324946334965098
2024-07-19,0.106669887414361,-0.36973,-0.35347,-0.6648,-0.324946334965098
2024-07-26,0.106669887414361,-0.36593,-0.35025,-0.6224,-0.324946334965098
2024-07-31,-0.00118936576187,-0.36593,-0.35025,-0.6224,-0.324946334965098
2024-08-01,-0.00118936576187,-0.36593,-0.35025,-0.6224,-0.403564586346233
2024-08-02,-0.00118936576187,-0.36377,-0.3499,-0.3422,-0.403564586346233
2024-08-09,-0.00118936576187,-0.36465,-0.3555,-0.1649,-0.403564586346233
2024-08-16,-0.00118936576187,-0.37279,-0.37102,-0.7392,-0.403564586346233
2024-08-23,-0.00118936576187,-0.38298,-0.39088,-0.6494,-0.403564586346233
2024-08-30,-0.0921453302602852,-0.39445,-0.41175,-0.6507,-0.403564586346233
2024-09-01,-0.0921453302602852,-0.39445,-0.41175,-0.6507,-0.44194834113838
2024-09-06,-0.0921453302602852,-0.40567,-0.43114,-0.3927,-0.44194834113838
2024-09-13,-0.0921453302602852,-0.41553,-0.44511,-0.3182,-0.44194834113838
2024-09-20,-0.0921453302602852,-0.42347,-0.45492,-0.445,-0.44194834113838
2024-09-27,-0.0921453302602852,-0.42961,-0.46258,-0.2711,-0.44194834113838
2024-09-30,-0.240759569703253,-0.42961,-0.46258,-0.2711,-0.44194834113838
2024-10-01,-0.240759569703253,-0.42961,-0.46258,-0.2711,-0.350732488265971
2024-10-04,-0.240759569703253,-0.43359,-0.47006,-0.6111,-0.350732488265971
2024-10-11,-0.240759569703253,-0.43655,-0.47672,-0.5885,-0.350732488265971
2024-10-18,-0.240759569703253,-0.44081,-0.48565,-0.5359,-0.350732488265971
2024-10-25,-0.240759569703253,-0.44523,-0.49386,-0.3853,-0.350732488265971
2024-10-31,-0.30933520792984,-0.44523,-0.49386,-0.3853,-0.350732488265971
2024-11-01,-0.30933520792984,-0.45124,-0.50234,-0.2965,-0.424971564921525
2024-11-08,-0.30933520792984,-0.45933,-0.51119,-0.5662,-0.424971564921525
2024-11-15,-0.30933520792984,-0.467,-0.51787,-0.8007,-0.424971564921525
2024-11-22,-0.30933520792984,-0.47226,-0.52032,-0.6136,-0.424971564921525
2024-11-29,-0.412891660894705,-0.4759,-0.5196,-0.621,-0.424971564921525
2024-12-01,-0.412891660894705,-0.4759,-0.5196,-0.621,-0.79074922420712
2024-12-06,-0.412891660894705,-0.47846,-0.51584,-0.5312,-0.79074922420712
2024-12-13,-0.412891660894705,-0.48022,-0.51056,-0.5805,-0.79074922420712
2024-12-20,-0.412891660894705,-0.48154,-0.5065,-0.4978,-0.79074922420712
2024-12-27,-0.412891660894705,-0.48583,-0.50706,-0.6248,-0.79074922420712
2024-12-31,-0.214862663939107,-0.48583,-0.50706,-0.6248,-0.79074922420712
2025-01-01,-0.214862663939107,-0.48583,-0.50706,-0.6248,-0.771863773295667
2025-01-03,-0.214862663939107,-0.49082,-0.51072,-0.6229,-0.771863773295667
2025-01-10,-0.214862663939107,-0.49712,-0.51659,-0.8018,-0.771863773295667
2025-01-17,-0.214862663939107,-0.50243,-0.52036,-0.8279,-0.771863773295667
2025-01-24,-0.214862663939107,-0.50739,-0.51992,-0.977,-0.771863773295667
2025-01-31,-0.264868162969343,-0.51018,-0.51357,-0.7647,-0.771863773295667
2025-02-01,-0.264868162969343,-0.51018,-0.51357,-0.7647,-0.792616998950511
2025-02-07,-0.264868162969343,-0.5089,-0.50021,-0.7857,-0.792616998950511
2025-02-14,-0.264868162969343,-0.50415,-0.48462,-0.8303,-0.792616998950511
2025-02-21,-0.264868162969343,-0.49447,-0.46889,-0.7623,-0.792616998950511
2025-02-28,-0.264494219237224,-0.48091,-0.45617,-0.4581,-0.792616998950511
2025-03-01,-0.264494219237224,-0.48091,-0.45617,-0.4581,-0.550083627306974
2025-03-07,-0.264494219237224,-0.46413,-0.44661,-0.3563,-0.550083627306974
2025-03-14,-0.264494219237224,-0.44574,-0.43743,-0.2153,-0.550083627306974
2025-03-21,-0.264494219237224,-0.42781,-0.42697,-0.6457,-0.550083627306974
2025-03-28,-0.264494219237224,-0.41094,-0.41391,-0.6247,-0.550083627306974
2025-03-31,-0.198012291666332,-0.41094,-0.41391,-0.6247,-0.550083627306974
2025-04-01,-0.198012291666332,-0.41094,-0.41391,-0.6247,0.068077702473169
2025-04-04,-0.198012291666332,-0.39576,-0.39895,0.0966,0.068077702473169
2025-04-11,-0.198012291666332,-0.38474,-0.38675,0.5829,0.068077702473169
2025-04-18,-0.198012291666332,-0.38512,-0.38681,-0.2047,0.068077702473169
2025-04-25,-0.198012291666332,-0.39162,-0.39668,-0.2699,0.068077702473169
2025-04-30,-0.306676717922015,-0.39162,-0.39668,-0.2699,0.068077702473169
2025-05-01,-0.306676717922015,-0.39162,-0.39668,-0.2699,-0.502054984471923
2025-05-02,-0.306676717922015,-0.40497,-0.41649,-0.3463,-0.502054984471923
2025-05-09,-0.306676717922015,-0.42229,-0.4398,-0.4694,-0.502054984471923
2025-05-16,-0.306676717922015,-0.4398,-0.45985,-0.898,-0.502054984471923
2025-05-23,-0.306676717922015,-0.4544,-0.47068,-0.502,-0.502054984471923
2025-05-30,-0.545930161117629,-0.4662,-0.47417,-0.5398,-0.502054984471923
2025-06-01,-0.545930161117629,-0.4662,-0.47417,-0.5398,-0.635306071205772
2025-06-06,-0.545930161117629,-0.47527,-0.47323,-0.8083,-0.635306071205772
2025-06-13,-0.545930161117629,-0.48267,-0.47354,-0.7854,-0.635306071205772
2025-06-20,-0.545930161117629,-0.48906,-0.47751,-0.6544,-0.635306071205772
2025-06-27,-0.545930161117629,-0.49575,-0.48496,-0.7074,-0.635306071205772
2025-06-30,-0.732599050545629,-0.49575,-0.48496,-0.7074,-0.635306071205772
2025-07-01,-0.732599050545629,-0.49575,-0.48496,-0.7074,-0.713471740944268
2025-07-04,-0.732599050545629,-0.5027,-0.49353,-0.881,-0.713471740944268
2025-07-11,-0.732599050545629,-0.50922,-0.49956,-0.7522,-0.713471740944268
2025-07-18,-0.732599050545629,-0.51429,-0.50145,-0.7179,-0.713471740944268
2025-07-25,-0.732599050545629,-0.51854,-0.5012,-0.8028,-0.713471740944268
2025-07-31,-0.783874544148506,-0.51854,-0.5012,-0.8028,-0.713471740944268
2025-08-01,-0.783874544148506,-0.52147,-0.50024,-0.6837,-0.805648380488785
2025-08-08,-0.783874544148506,-0.5234,-0.50103,-0.5742,-0.805648380488785
2025-08-15,-0.783874544148506,-0.52622,-0.50454,-0.8216,-0.805648380488785
2025-08-22,-0.783874544148506,-0.52774,-0.50739,-0.756,-0.805648380488785
2025-08-29,-0.911840073363271,-0.52904,-0.50997,-0.6108,-0.805648380488785
2025-09-01,-0.911840073363271,-0.52904,-0.50997,-0.6108,-0.838897434168135
2025-09-05,-0.911840073363271,-0.52959,-0.51197,-0.4268,-0.838897434168135
2025-09-12,-0.911840073363271,-0.53006,-0.51471,-0.5709,-0.838897434168135
2025-09-19,-0.911840073363271,-0.52892,-0.51831,-0.5969,-0.838897434168135
2025-09-26,-0.911840073363271,-0.5277,-0.52376,-0.5405,-0.838897434168135
2025-09-30,-1.0342347904188,-0.5277,-0.52376,-0.5405,-0.838897434168135
2025-10-01,-1.0342347904188,-0.5277,-0.52376,-0.5405,-0.557744214778459
2025-10-03,-1.0342347904188,-0.52626,-0.53059,-0.4999,-0.557744214778459
2025-10-10,-1.0342347904188,-0.52391,-0.53457,-0.4888,-0.557744214778459
2025-10-17,-1.0342347904188,-0.52039,-0.53466,-0.3725,-0.557744214778459
2025-10-24,-1.0342347904188,-0.5181,-0.53236,-0.5136,-0.557744214778459
2025-10-31,-1.08066573702589,-0.5164,-0.52912,-0.4629,-0.557744214778459
2025-11-01,-1.08066573702589,-0.5164,-0.52912,-0.4629,-0.747377658203899
2025-11-07,-1.08066573702589,-0.51601,-0.52856,-0.3135,-0.747377658203899
2025-11-14,-1.08066573702589,-0.51828,-0.53133,-0.5102,-0.747377658203899
2025-11-21,-1.08066573702589,-0.52269,-0.53657,-0.1355,-0.747377658203899
2025-11-28,-1.09564697418838,-0.52938,-0.54341,-0.3981,-0.747377658203899
2025-12-05,-1.09564697418838,-0.53696,-0.54697,-0.427,-0.747377658203899
2025-12-12,-1.09564697418838,-0.54299,-0.54518,-0.361,-0.747377658203899
2025-12-19,-1.09564697418838,-0.54911,-0.54051,-0.342,-0.747377658203899
